mkt,reporttimetypecode,loanadvances_tb,monetaryfund,saleablefasset,companycode,sumliab,borrowfund,cashanddepositcbank,borrowfromcbank_tb,stborrow,eutime,borrowfromcbank,premiumrec,sumshequity_tb,sname,premiumadvance_tb,reportdate,premiumrec_tb,settlementprovision_tb,inventory,zcfzl,accountpay_tb,tsatz,sellbuybackfasset,accountrec,fixedasset,agenttradesecurity_tb,publishname,agenttradesecurity,sellbuybackfasset_tb,scode,settlementprovision,combinetypecode,acceptdeposit_tb,borrowfund_tb,loanadvances,hycode,noticedate,cashanddepositcbank_tb,accountrec_tb,stborrow_tb,inventory_tb,advancereceive,ld,sumasset,premiumadvance,monetaryfund_tb,advancereceive_tb,accountpay,dataajusttype,acceptdeposit,saleablefasset_tb,sumshequity,tdetz
shzb,001,-,257000238.62,-,10001337,1509454147.91,-,-,-,-,2020-04-15T18:12:34,-,-,-0.107997699481235,空港股份,-,2019-12-31T00:00:00,-,-,996568984.22,0.5366053824,0.137815341478213,-0.032903,-,136406264.61,124373557.45,-,房地产,-,-,600463,-,001,-,-,-,016017,2020-04-16T00:00:00,-,0.926458730787928,-,-0.164040681224104,248956651.72,0.01090694,2812968705.78,-,-0.0961772686055282,0.0813203577990171,473641358.55,2,-,-,1303514557.87,0.042917
zxb,001,-,82562321.28,-,80373089,514194684.96,-,-,-,-,2020-04-15T20:11:23,-,-,-0.010323077495854,星网宇达,-,2019-12-31T00:00:00,-,-,235665393.68,0.3468589252,0.179859922886814,-0.095458,-,324991827.62,229949094.24,-,电子信息,-,-,002829,-,001,-,-,-,016014,2020-04-16T00:00:00,-,-0.173884625788424,-,0.0823851331913263,16252665.49,0.0227227,1482431754.25,-,-0.492934439401889,0.806136528773515,154320662.86,2,-,-,968237069.29,-0.221553
zxb,001,-,130902479.07,-,10001386,800204411.65,-,-,-,-,2020-04-15T19:47:27,-,-,-0.114761785893062,精功科技,-,2019-12-31T00:00:00,-,-,389249897.92,0.4659390596,-0.118692244178464,-0.106889,-,282662665.2,423946140.18,-,机械行业,-,-,002006,-,001,-,-,-,016043,2020-04-16T00:00:00,-,-0.063591650730347,-,-0.0402684579870786,116043755.11,0.01539465,1717401439.55,-,-0.380895416909765,-0.330674135332706,264266192.87,2,-,-,917197027.9,-0.097692
zxb,001,-,799127127.08,-,80195268,467556357.16,-,-,-,-,2020-04-15T21:18:10,-,-,0.112940089770122,浙江美大,-,2019-12-31T00:00:00,-,-,79640781.25,0.2353308407,0.91888659475871,0.11582,-,17727759.67,728869570.11,-,家电行业,-,-,002677,-,001,-,-,-,016019,2020-04-16T00:00:00,-,0.195581371459126,-,0.241949681293544,80681281.56,0.02083633,1986804431.74,-,-0.0479539412466959,-0.397656174554296,212610858.29,2,-,-,1519248074.58,0.125282
shzb,001,-,127677845.11,-,10000832,35548058.84,-,-,-,-,2020-04-15T16:33:34,-,-,0.00843477967697059,博闻科技,-,2019-12-31T00:00:00,-,-,8929172.16,0.0510380246,1.24382695606878,0.011718,-,430936.4,10460916.57,-,水泥建材,-,-,600883,-,001,-,-,-,016004,2020-04-16T00:00:00,-,-0.608893683456792,-,-0.29357553075098,596625.13,0.29836712,696501463.79,-,-0.491383920322819,0.553641847671599,1943547.24,2,-,-,660953404.95,0.076914
shzb,001,-,169676913.72,-,80502444,364726745.97,-,-,-,-,2020-04-15T20:16:36,-,-,0.406841200091432,建研院,-,2019-12-31T00:00:00,-,-,78968704.7,0.2676177369,0.19807977990964,0.420876,-,334774040.8,182702512.78,-,工程建设,-,-,603183,-,001,-,-,-,016005,2020-04-16T00:00:00,-,0.275121235728315,-,0.0714455364872966,11802641.17,0.02015155,1362864622.28,-,-0.368583374663915,0.0103062805232111,145475801.26,2,-,-,998137876.31,0.460758
zxb,001,-,288824103.51,-,80037959,2541722185.4,-,-,-,-,2020-04-15T21:30:36,-,-,-0.0539792399564621,国统股份,-,2019-12-31T00:00:00,-,-,152813717.4,0.714503198,-0.229793128033339,0.085872,-,337302278.05,529169725.2,-,水泥建材,-,-,002205,-,001,-,-,-,016004,2020-04-16T00:00:00,-,-0.350782983754704,-,-0.0842310439793891,91438523.78,0.00625727,3557327934.43,-,-0.138705498989076,-0.107190277757871,581356735.93,2,-,-,1015605749.03,0.154041
shzb,001,-,96307998.84,-,80188713,429654897.34,-,-,-,-,2020-04-15T21:00:05,-,-,-0.0114182466909869,天安新材,-,2019-12-31T00:00:00,-,-,153127622.89,0.3474611006,-0.170720272619379,-0.034854,-,226899249.64,511953093.67,-,塑胶制品,-,-,603725,-,001,-,-,-,016018,2020-04-16T00:00:00,-,0.0754419491417228,-,-0.0628031521897715,1567544.12,0.01507779,1236555391.77,-,-0.0428357606824303,-0.231024689799798,100551810.37,2,-,-,806900494.43,-0.075992
zxb,001,-,116583476.62,-,80089818,659821494.65,-,-,-,-,2020-04-15T15:49:55,-,-,-0.0110048658209666,三变科技,-,2019-12-31T00:00:00,-,-,199920858.35,0.6343870907,-0.0432688432845366,0.037409,-,298497869.42,168257707.1,-,输配电气,-,-,002112,-,001,-,-,-,016020,2020-04-16T00:00:00,-,0.184970652635456,-,-0.0702932827401784,35205939.39,0.01200136,1040092877.49,-,-0.0142650687904074,0.174186122549148,125607618.89,2,-,-,380271382.84,0.067526
zxb,001,-,57129922.57,-,80509330,386217678.35,-,-,-,-,2020-04-15T20:30:32,-,-,0.0686961183046754,中大力德,-,2019-12-31T00:00:00,-,-,206051741.13,0.3798212717,-0.115910784284251,0.085602,-,122634892.53,496436828.38,-,机械行业,-,-,002896,-,001,-,-,-,016043,2020-04-16T00:00:00,-,0.414909931283917,-,-0.0507358242420884,4826109.72,0.01397567,1016840569.88,-,-0.476838668921636,-0.25217170999215,117560366.59,2,-,-,630622891.53,0.114386
cyb,001,-,586283036.96,-,80176888,554474841.67,-,-,-,-,2020-04-15T20:37:02,-,-,0.19748891201273,新开普,-,2019-12-31T00:00:00,-,-,237679106.07,0.2403988036,-0.00196702121369221,0.093514,-,480397511.15,137053106.06,-,软件服务,-,-,300248,-,001,-,-,-,016057,2020-04-16T00:00:00,-,0.151827858668129,-,0.0130199985482705,115042194.75,0.02868808,2306479205.61,-,0.49719226591481,0.208816460642399,168319237.22,2,-,-,1752004363.94,-0.141907
zxb,001,-,1280832033.28,-,80093214,626087891.33,-,-,-,-,2020-04-15T21:30:36,-,-,0.290749252215165,南极电商,-,2019-12-31T00:00:00,-,-,5471862.14,0.1141493177,0.320559151937731,0.205653,-,789704130.2,6718909.97,-,综合行业,-,-,002127,-,001,-,-,-,016042,2020-04-16T00:00:00,-,0.08987305167028,-,0.627721527787218,200876035.12,0.06406036,5484815012.19,-,0.0765518407400895,-0.456725647458823,68733776.67,2,-,-,4858727120.86,-0.202415
cyb,001,-,2171913395.39,-,80142622,1165529863.28,-,-,-,-,2020-04-15T17:14:02,-,-,0.0367665545394273,当升科技,-,2019-12-31T00:00:00,-,-,215480635.2,0.254019365,0.263761930050924,0.043175,-,571817864.28,410797854.2,-,材料行业,-,-,300073,-,001,-,-,-,016040,2020-04-16T00:00:00,-,-0.346013694868105,-,-0.235630093948983,14220769.14,0.03236169,4588350433.06,-,0.156291198844629,-0.432196458234992,539064835.08,2,-,-,3422820569.78,0.06246
shzb,001,-,5594684620.38,-,80028187,9361642421.34,-,-,-,-,2020-04-15T20:27:02,-,-,0.273547721842809,中新集团,-,2019-12-31T00:00:00,-,-,6877105702.96,0.4047421462,-0.104838862541335,0.02621,-,388364466.74,1188220347.3,-,房地产,-,-,601512,-,001,-,-,-,016017,2020-04-16T00:00:00,-,0.877969572701443,-,-0.231391285268064,874574174.24,0.02008722,23129892722.1,-,0.72960467982614,-0.752928231411087,1765239927.69,2,-,-,13768250300.76,-0.201783
zxb,001,-,335291170.01,-,80145881,698369908.98,-,-,-,-,2020-04-15T21:33:57,-,-,0.276426740461132,安宁股份,-,2019-12-31T00:00:00,-,-,96031303.13,0.2292818928,0.105685876708608,0.154762,-,6665251.35,1076827689.17,-,钢铁行业,-,-,002978,-,001,-,-,-,016033,2020-04-16T00:00:00,-,-0.846416059311768,-,0.0669755725507333,122286271.81,0.02039519,3045900836.03,-,0.405069769290052,3.89153721585832,181212687.68,2,-,-,2347530927.05,-0.125445
shzb,001,-,389507484.69,-,80198799,393140487.34,-,-,-,-,2020-04-15T17:13:04,-,-,0.114273460389182,迪贝电气,-,2019-12-31T00:00:00,-,-,110682669.32,0.3626556751,-0.20330973680552,0.521291,-,97392784.0,151828401.77,-,机械行业,-,-,603320,-,001,-,-,-,016043,2020-04-16T00:00:00,-,0.108251916176712,-,-0.100326287992235,514038.89,0.03993779,1084059934.32,-,3.70892082531696,1.69941887064019,35227020.28,2,-,-,690919446.98,3.248813
shzb,001,-,9265825886.65,-,80116303,26377171213.72,-,-,-,-,2020-04-15T20:16:36,-,-,0.0715444616139295,京沪高铁,-,2019-12-31T00:00:00,-,-,-,0.1424627424,-0.134273667380223,0.053734,-,1207526240.55,130486907192.92,-,交运物流,-,-,601816,-,001,-,-,-,016003,2020-04-16T00:00:00,-,0.0103769236719147,-,-,323865683.91,0.01968147,185151364964.43,-,-0.0585049560640356,0.849297284201547,641739795.8,2,-,-,158774193750.71,-0.042103
shzb,001,-,314470692.35,-,80204276,2769011256.45,-,-,-,-,2020-04-15T18:30:24,-,-,0.211243035203476,金能科技,-,2019-12-31T00:00:00,-,-,567535376.25,0.3196392953,0.241476473493239,0.274804,-,397487623.7,2273404237.01,-,煤炭采选,-,-,603113,-,001,-,-,-,016011,2020-04-16T00:00:00,-,-0.25983797230905,-,0.0278806377472323,144120334.02,0.02974391,8662925044.02,-,-0.662982118026013,0.0828100855056178,593594804.53,2,-,-,5893913787.57,0.435098
shzb,001,-,526906896.33,-,80490044,1166202594.42,-,-,-,-,2020-04-15T20:16:36,-,-,0.0303882854561342,志邦家居,-,2019-12-31T00:00:00,-,-,215346944.75,0.3767536308,0.391053515017871,0.111623,-,338100942.39,705623032.57,-,木业家具,-,-,603801,-,001,-,-,-,016030,2020-04-16T00:00:00,-,1.43352697559354,-,0.39548893209425,369639547.92,0.01610511,3095398422.27,-,-0.27729883754934,-0.0184306705378017,313795343.92,2,-,-,1929195827.85,0.278343
cyb,001,-,146821923.06,-,80329883,227182632.58,-,-,-,-,2020-04-15T15:55:23,-,-,0.0212997216662666,润欣科技,-,2019-12-31T00:00:00,-,-,114005704.33,0.2332283803,0.00892805006531143,-0.194814,-,307324749.72,1514988.02,-,电子信息,-,-,300493,-,001,-,-,-,016014,2020-04-16T00:00:00,-,-0.107664175935626,-,-0.627866744278329,4207941.38,0.03422478,974077992.97,-,-0.264708022074534,0.644526836247754,114518175.74,2,-,-,746895360.39,-0.525157
shzb,001,-,1277643318.6,-,80511091,2070553116.26,-,-,-,-,2020-04-15T20:50:41,-,-,0.190505579387707,风语筑,-,2019-12-31T00:00:00,-,-,872870315.19,0.5535352308,0.0842795988227457,0.08828,-,1005167451.01,187774972.68,-,文化传媒,-,-,603466,-,001,-,-,-,016039,2020-04-16T00:00:00,-,0.193091227076669,-,-0.0818349139211111,1179417923.61,0.01615817,3740598612.69,-,0.103735483965392,-0.0556535297882623,574961526.98,2,-,-,1670045496.43,0.01779
shzb,001,-,422266559.48,-,80277660,1264608883.95,-,-,-,-,2020-04-15T16:33:34,-,-,0.0751362563343762,科林电气,-,2019-12-31T00:00:00,-,-,368272935.71,0.5282299454,0.161674166179692,0.232988,-,805823538.66,232989694.76,-,输配电气,-,-,603050,-,001,-,-,-,016020,2020-04-16T00:00:00,-,0.160619554538737,-,0.176382993501943,169502617.19,0.01562969,2394049968.21,-,0.179959853571894,0.075750277724398,493431830.32,2,-,-,1129441084.26,0.419067
,001,-,546616073.19,-,80500044,21724399.61,-,-,-,-,2020-04-15T21:14:07,-,-,4.59886807490211,宝兰德,-,2019-12-31T00:00:00,-,-,9640895.2,0.0225869108,-0.261225918683412,4.036423,-,134858667.07,2044665.67,-,软件服务,-,-,688058,-,001,-,-,-,016057,2020-04-16T00:00:00,-,0.35909078094825,-,0.0,381707.52,0.4344566,961813672.98,-,7.71329421177891,0.207484790404288,1147758.77,2,-,-,940089273.37,-0.058105
cyb,001,-,137137444.21,-,80463375,329590970.71,-,-,-,-,2020-04-15T21:18:10,-,-,0.582944539893712,大烨智能,-,2019-12-31T00:00:00,-,-,57606919.83,0.2615783859,0.0710757418794162,0.584381,-,421318587.79,133510133.62,-,输配电气,-,-,300670,-,001,-,-,-,016020,2020-04-16T00:00:00,-,0.482742122027034,-,0.541157647671834,80800.0,0.0264053,1260008427.54,-,1.54181243605103,-0.892011893927614,153937228.33,2,-,-,930417456.83,0.588451
shzb,001,-,364056628.35,-,80426005,790333556.09,-,-,-,-,2020-04-15T18:29:59,-,-,0.0532166007715235,金辰股份,-,2019-12-31T00:00:00,-,-,565821775.26,0.4540961206,-0.0431858777432905,0.020249,-,403781603.5,148364030.14,-,专用设备,-,-,603396,-,001,-,-,-,016061,2020-04-16T00:00:00,-,0.350454205474691,-,-0.00255481640297799,316165001.05,0.01907372,1740454323.02,-,-0.190748592854326,-0.142654515394245,233164053.9,2,-,-,950120766.93,-0.016751
,001,-,636293291.53,-,80279560,127731403.31,-,-,-,-,2020-04-15T21:13:08,-,-,1.83197130306201,美迪西,-,2019-12-31T00:00:00,-,-,11821323.35,0.1132049834,0.148702965690459,1.362007,-,123039064.23,155608505.41,-,医药制造,-,-,688202,-,001,-,-,-,016024,2020-04-16T00:00:00,-,0.625245392736552,-,0.403809505603098,33951352.5,0.07004863,1128319614.99,-,2.82035661412475,-0.224641835017799,51402333.2,2,-,-,1000588211.68,0.026972
,001,-,315561366.59,-,80467497,204938331.93,-,-,-,-,2020-04-15T18:18:34,-,-,1.1167415623685,清溢光电,-,2019-12-31T00:00:00,-,-,67212747.03,0.1542943413,1.07837522091516,0.934093,-,143310822.52,363905979.33,-,专用设备,-,-,688138,-,001,-,-,-,016061,2020-04-16T00:00:00,-,0.132526707775943,-,0.424126151184237,2245157.43,0.03142909,1328229734.36,-,2.82097425447681,2.21962011347383,111400181.5,2,-,-,1123291402.43,0.313072
,001,-,223222517.76,-,80502881,443412538.67,-,-,-,-,2020-04-15T18:40:53,-,-,1.63348315461211,长阳科技,-,2019-12-31T00:00:00,-,-,84642464.44,0.2157194074,0.0730332628044751,0.560258,-,305282299.23,577783456.54,-,材料行业,-,-,688299,-,001,-,-,-,016040,2020-04-16T00:00:00,-,0.128010331788271,-,0.224209035581108,2226503.02,0.0352141,2055506010.89,-,0.515438135543723,0.0938209780587571,100061436.4,2,-,-,1612093472.22,-0.371279
cyb,001,-,125553508.44,-,80622218,76334873.19,-,-,-,-,2020-04-15T19:47:27,-,-,0.0291840360140874,新余国科,-,2019-12-31T00:00:00,-,-,58819486.54,0.1453086706,-0.155701240172714,0.004791,-,63112760.18,196530087.55,-,航天航空,-,-,300722,-,001,-,-,-,016034,2020-04-16T00:00:00,-,0.141749151689938,-,0.093770842390253,16342610.25,0.05725766,525329100.14,-,0.0261727210870986,-0.0754013489334016,14544416.57,2,-,-,448994226.95,-0.118147
shzb,001,-,2885760539.3,-,80126332,13176091300.92,-,-,-,-,2020-04-15T16:56:47,-,-,0.199825823180867,华友钴业,-,2019-12-31T00:00:00,-,-,3389917333.97,0.5662999173,0.303358506062078,0.220736,-,867924954.21,6439087372.66,-,有色金属,-,-,603799,-,001,-,-,-,016032,2020-04-16T00:00:00,-,-0.0519255853674809,-,-0.382286041195763,49481999.73,0.00836344,23266984327.79,-,0.241633368306771,-0.803678182507975,1457846829.84,2,-,-,10090893026.87,0.237249
cyb,001,-,789118625.98,-,80329881,94255762.62,-,-,-,-,2020-04-15T17:44:32,-,-,0.0609517651869227,赛升药业,-,2019-12-31T00:00:00,-,-,170165215.66,0.0335967467,-0.454482974445741,0.016281,-,153857110.96,52111158.65,-,医药制造,-,-,300485,-,001,-,-,-,016024,2020-04-16T00:00:00,-,-0.369437759025735,-,-0.0193879772606294,9819412.03,0.18518879,2805502672.29,-,0.376955988077179,0.267642815933607,24336237.02,2,-,-,2711246909.67,-0.540381
,001,-,325355632.42,-,80991263,239178684.92,-,-,-,-,2020-04-15T21:00:04,-,-,1.08230159698778,华兴源创,-,2019-12-31T00:00:00,-,-,193637598.29,0.1119340423,-0.00933294960901171,0.718697,-,589377903.52,326597776.87,-,专用设备,-,-,688001,-,001,-,-,-,016061,2020-04-16T00:00:00,-,0.827371911752153,-,0.178809379639656,779550.75,0.07444068,2136782340.16,-,-0.124608798773125,1.2447286289687,179955522.44,2,-,-,1897603655.24,-0.279487
szzb,001,-,547371418.04,-,10001091,1066231742.15,-,-,-,-,2020-04-15T20:21:26,-,-,0.00181555810301777,英洛华,-,2019-12-31T00:00:00,-,-,572793524.07,0.3092821713,0.00602465714288662,0.095003,-,738292284.92,620033260.63,-,材料行业,-,-,000795,-,001,-,-,-,016040,2020-04-16T00:00:00,-,0.165340747538778,-,0.0250957683762566,22625138.27,0.02516404,3447440043.33,-,0.525213773169143,-0.010726650948118,374973623.94,2,-,-,2381208301.18,0.382122
cyb,001,-,1271729885.77,-,80198447,324127383.83,-,-,-,-,2020-04-15T16:22:07,-,-,0.260534307651792,健帆生物,-,2019-12-31T00:00:00,-,-,92313979.69,0.1299283703,0.0981323609533221,0.215747,-,158296214.39,547887492.97,-,医疗行业,-,-,300529,-,001,-,-,-,016047,2020-04-16T00:00:00,-,0.244454683271403,-,0.509443035126837,7973208.31,0.0593887,2494662121.83,-,0.176653751254194,2.20098988176391,32831065.12,2,-,-,2170534738.0,-0.01792
cyb,001,-,296274230.75,-,80201125,132598925.38,-,-,-,-,2020-04-15T17:32:29,-,-,0.0403598802452056,中光防雷,-,2019-12-31T00:00:00,-,-,91352882.49,0.1310355936,-0.0422026055054157,0.024139,-,189672891.07,75457407.16,-,电子元件,-,-,300414,-,001,-,-,-,016022,2020-04-16T00:00:00,-,-0.0706385724315516,-,0.0113272584780835,4386557.14,0.07183063,1011930588.45,-,0.328913529671197,-0.0234276510050213,74635483.57,2,-,-,879331663.07,-0.071827
cyb,001,-,453336607.16,-,80171553,1849863163.33,-,-,-,-,2020-04-15T19:55:40,-,-,0.0350959603582578,海伦哲,-,2019-12-31T00:00:00,-,-,482583196.92,0.5259356598,0.0233569762364897,0.062671,-,1020940702.5,417804958.4,-,汽车行业,-,-,300201,-,001,-,-,-,016035,2020-04-16T00:00:00,-,-0.237726531740173,-,0.449309825658144,79733761.16,0.01270312,3517280353.31,-,0.581095570376463,1.9631894108079,542435063.66,2,-,-,1667417189.98,0.088816
cyb,001,-,257332758.67,-,80439298,112328167.48,-,-,-,-,2020-04-15T21:04:35,-,-,0.0967991197198257,凯普生物,-,2019-12-31T00:00:00,-,-,43413968.27,0.086608268,0.394390101265026,0.091486,-,332897376.98,360495360.86,-,医药制造,-,-,300639,-,001,-,-,-,016024,2020-04-16T00:00:00,-,0.270085054315983,-,0.079866910880237,4407602.12,0.06257269,1296968177.45,-,3.09783467049114,0.331699875732545,35921699.34,2,-,-,1184640009.97,0.038439
shzb,001,-,216352248.93,-,80329960,575036069.9,-,-,-,-,2020-04-15T16:56:50,-,-,-0.0142192392680572,惠发食品,-,2019-12-31T00:00:00,-,-,158452938.64,0.4695721586,0.708565879875804,0.059814,-,166945758.37,453990595.0,-,食品饮料,-,-,603536,-,001,-,-,-,016012,2020-04-16T00:00:00,-,0.0181637035178852,-,0.0593939008281255,4263801.68,0.01123218,1224595750.42,-,0.139802178582373,-0.329515719559718,113022710.29,2,-,-,649559680.52,0.158056
shzb,001,-,7450400673.87,-,80080089,11609722976.82,-,-,-,-,2020-04-15T17:14:02,-,-,0.181776959198158,南华期货,-,2019-12-31T00:00:00,-,-0.157915348043118,-,0.8262973464,-0.727077060730529,0.24184,667993.32,32628075.44,26175908.47,-0.0234402114544224,多元金融,206835886.65,-0.752592592592593,603093,41501996.29,001,-,-,-,016058,2020-04-16T00:00:00,-,-0.0255841485511246,-,-,-,-,14050296817.62,-,0.132784056275629,-,14729500.63,2,-,-,2440573840.8,0.255251
cyb,001,-,796683335.54,-,80198708,3002248026.38,-,-,-,-,2020-04-15T20:10:55,-,-,0.314083912957383,四通新材,-,2019-12-31T00:00:00,-,-,1166640182.39,0.4381237823,-0.216682729853982,0.040123,-,1211913525.62,1806064461.41,-,有色金属,-,-,300428,-,001,-,-,-,016032,2020-04-16T00:00:00,-,0.131722228775329,-,-0.0150786521238962,8433788.91,0.01777754,6852510974.0,-,-0.17123418506717,0.436751055496297,450201186.03,2,-,-,3850262947.62,-0.179304
cyb,001,-,485463809.94,-,80161023,3864284350.37,-,-,-,-,2020-04-15T20:45:02,-,-,-0.112093879201582,青岛中程,-,2019-12-31T00:00:00,-,-,2635367730.55,0.6724227403,-0.236385489280481,0.129281,-,904501409.24,122101079.3,-,输配电气,-,-,300208,-,001,-,-,-,016020,2020-04-16T00:00:00,-,0.301093057868297,-,0.0443514908459841,146494276.78,0.0127274,5746807951.29,-,0.413972425721137,0.0645506544326772,935306507.92,2,-,-,1882523600.92,0.301665
shzb,001,-,752134928.98,-,80158478,1794467152.49,-,-,-,-,2020-04-15T17:13:05,-,-,-0.0109271633626245,渤海轮渡,-,2019-12-31T00:00:00,-,-,70029288.89,0.3354635668,0.258032203414168,0.074207,-,40913605.85,3337751070.91,-,港口水运,-,-,603167,-,001,-,-,-,016016,2020-04-16T00:00:00,-,0.935959646898776,-,0.433810910233726,12392715.34,0.01874365,5349216219.65,-,2.05891943193059,0.00756491471841092,51158051.55,2,-,-,3554749067.16,0.29502
shzb,001,-,68295305.83,-,80329910,336965271.14,-,-,-,-,2020-04-15T17:13:03,-,-,0.065518933807216,合力科技,-,2019-12-31T00:00:00,-,-,296514047.08,0.2576434752,-0.0917807358834751,0.056599,-,316578848.44,373291244.82,-,汽车行业,-,-,603917,-,001,-,-,-,016035,2020-04-16T00:00:00,-,0.0865428954404579,-,0.0269167831774195,34546584.66,0.02646249,1307874266.47,-,-0.544864390541302,0.485061486450169,115597881.22,2,-,-,970908995.33,0.031713
zxb,001,-,226370683.43,-,80285226,304961254.57,-,-,-,-,2020-04-15T20:15:57,-,-,0.250555096026436,纳尔股份,-,2019-12-31T00:00:00,-,-,130650919.23,0.2817899809,1.56594155900132,0.285872,-,140144818.35,237045128.51,-,塑胶制品,-,-,002825,-,001,-,-,-,016018,2020-04-16T00:00:00,-,0.944120195716704,-,0.806797692313596,16191670.89,0.02176073,1082228876.93,-,0.608162499420017,0.368666705155001,106470060.35,2,-,-,777267622.36,0.385605
zxb,001,-,611530119.55,-,80084628,4905453936.96,-,-,-,-,2020-04-15T20:44:04,-,-,-0.287194732291709,澳洋健康,-,2019-12-31T00:00:00,-,-,371066828.31,0.7728302098,0.396822729371629,-0.026436,-,432338971.59,3621590936.25,-,化纤行业,-,-,002172,-,001,-,-,-,016026,2020-04-16T00:00:00,-,0.52831198774334,-,-0.471546448505823,157204134.56,0.00589016,6347388953.83,-,-0.318340564160948,0.708482862461127,1166653894.81,2,-,-,1441935016.87,0.090866
zxb,001,-,448974802.63,-,80171652,2004866478.84,-,-,-,-,2020-04-15T19:03:07,-,-,0.119886070806868,中京电子,-,2019-12-31T00:00:00,-,-,387384080.19,0.5993072517,0.265154953266608,0.199053,-,659851396.73,1108145834.72,-,电子元件,-,-,002579,-,001,-,-,-,016022,2020-04-16T00:00:00,-,0.152303300084729,-,0.174929739387341,3065267.34,0.01145889,3345306557.0,-,1.07553470052358,0.446816467409743,545465150.42,2,-,-,1340440078.16,0.258537
szzb,001,-,1203417040.75,-,10000849,3596009056.55,-,-,-,-,2020-04-15T19:31:02,-,-,0.733199193524289,珠海港,-,2019-12-31T00:00:00,-,-,120586425.96,0.3887195768,-0.145021106923591,0.352733,-,449855251.66,2950028520.59,-,港口水运,-,-,000507,-,001,-,-,-,016016,2020-04-16T00:00:00,-,0.046143533867995,-,0.380207513934829,128273718.06,0.01070261,9250908034.77,-,0.28739294231968,0.00202075277654821,220261288.57,2,-,-,5654898978.22,0.0056
shzb,001,-,231522818.24,-,80198705,233651599.48,-,-,-,-,2020-04-15T21:25:38,-,-,0.0701990497940807,长白山,-,2019-12-31T00:00:00,-,-,13332390.07,0.1775880255,-0.419354773601506,0.039313,-,64216964.75,687971071.71,-,旅游酒店,-,-,603099,-,001,-,-,-,016038,2020-04-16T00:00:00,-,1.49734129373464,-,-0.110484851774387,1645116.65,0.02654992,1315694562.31,-,0.34865954726389,-0.0608975059720115,43181165.74,2,-,-,1082042962.83,-0.083218
shzb,001,-,244790943.28,-,80631821,352233500.59,-,-,-,-,2020-04-15T20:50:41,-,-,0.221323350048442,亿嘉和,-,2019-12-31T00:00:00,-,-,210747987.31,0.2265291354,2.01940975732789,0.371821,-,174729111.21,39926511.97,-,专用设备,-,-,603666,-,001,-,-,-,016061,2020-04-16T00:00:00,-,0.325732001824606,-,1.41772451850027,33707213.16,0.0407953,1554914779.32,-,0.0174487723788773,0.915468302628132,173166885.74,2,-,-,1202681278.73,1.36825
shzb,001,-,2451610723.76,-,80419745,2848131397.33,-,-,-,-,2020-04-15T17:14:03,-,-,0.0971185280696341,新天然气,-,2019-12-31T00:00:00,-,-,24188488.58,0.3335596869,0.363060448415534,0.07459,-,345544267.92,639713039.73,-,公用事业,-,-,603393,-,001,-,-,-,016006,2020-04-16T00:00:00,-,0.0547076710658292,-,0.22679381066987,148373159.97,0.033229,8538595968.17,-,0.180091863635285,-0.0661705082330384,475803565.06,2,-,-,5690464570.84,0.03224
shzb,001,-,1347139967.49,-,10000488,4481703658.14,-,-,-,-,2020-04-15T20:27:02,-,-,0.0135164438099231,百川能源,-,2019-12-31T00:00:00,-,-,361983267.24,0.4899463074,0.0115374083951283,0.028352,-,924147882.95,3032175029.85,-,公用事业,-,-,600681,-,001,-,-,-,016006,2020-04-16T00:00:00,-,-0.285198242635034,-,-0.247328939375697,1401497238.29,0.01100048,9147336331.11,-,0.512130728554223,-0.156717752899809,444370063.53,2,-,-,4665632672.97,0.044265
szzb,001,-,7734948210.26,-,10000611,61706710233.63,-,-,-,-,2020-04-15T21:31:57,-,-,0.181221572215774,招商港口,-,2019-12-31T00:00:00,-,-,163980192.08,0.3937965793,0.377497004522965,0.224022,-,1356460129.9,27519962529.29,-,港口水运,-,-,001872,-,001,-,-,-,016016,2020-04-16T00:00:00,-,0.222883905674716,-,0.510401726503687,28826687.37,0.00684392,156696917845.87,-,0.0929086391830941,-0.011793421951371,591112466.39,2,-,-,94990207612.24,0.296328
shzb,001,-,1711145753.07,-,10000302,2664404940.95,-,-,-,-,2020-04-15T19:09:09,-,-,0.204848878680478,昊华科技,-,2019-12-31T00:00:00,-,-,591929652.27,0.3047033564,0.165304084448027,0.022321,-,1013456482.13,2609161150.8,-,化工行业,-,-,600378,-,001,-,-,-,016041,2020-04-16T00:00:00,-,0.111484721577846,-,-0.0649086903816525,181800850.2,0.02854569,8744258587.72,-,0.101747148265237,1.09132388990708,597047671.48,2,-,-,6079853646.77,-0.240302
shzb,001,-,238579104.96,-,80284543,1187940946.48,-,-,-,-,2020-04-15T20:16:36,-,-,0.186374582921127,腾龙股份,-,2019-12-31T00:00:00,-,-,455416358.02,0.484249967,1.21408016298635,0.520013,-,512845407.37,558023827.39,-,汽车行业,-,-,603158,-,001,-,-,-,016035,2020-04-16T00:00:00,-,0.811932158323749,-,0.978107762491054,8111756.28,0.01279071,2453156484.28,-,0.111087324515544,1.16485311047672,303010254.22,2,-,-,1265215537.8,1.169954
