mkt,reporttimetypecode,loanadvances_tb,monetaryfund,saleablefasset,companycode,sumliab,borrowfund,cashanddepositcbank,borrowfromcbank_tb,stborrow,eutime,borrowfromcbank,premiumrec,sumshequity_tb,sname,premiumadvance_tb,reportdate,premiumrec_tb,settlementprovision_tb,inventory,zcfzl,accountpay_tb,tsatz,sellbuybackfasset,accountrec,fixedasset,agenttradesecurity_tb,publishname,agenttradesecurity,sellbuybackfasset_tb,scode,settlementprovision,combinetypecode,acceptdeposit_tb,borrowfund_tb,loanadvances,hycode,noticedate,cashanddepositcbank_tb,accountrec_tb,stborrow_tb,inventory_tb,advancereceive,ld,sumasset,premiumadvance,monetaryfund_tb,advancereceive_tb,accountpay,dataajusttype,acceptdeposit,saleablefasset_tb,sumshequity,tdetz
szzb,001,-,6572220749.35,-,10000667,52534858895.61,-,-,-,-,2020-03-30T23:45:21,-,-,0.0197248327173492,中联重科,-,2019-12-31T00:00:00,-,-,11771581258.08,0.5706091427,0.326974868854197,-0.014858,-,25403952986.58,5802580571.78,-,机械行业,-,-,000157,-,001,-,-,-,016043,2020-03-31T00:00:00,-,0.107207151138927,-,0.232542839117782,-,0.01826947,92068028637.66,-,-0.347217608493182,-,9300711951.63,2,-,-,39533169742.05,-0.039375
szzb,001,-,431243152.16,-,10000968,426577855.77,-,-,-,-,2020-03-30T16:29:03,-,-,0.0101470888981995,英力特,-,2019-12-31T00:00:00,-,-,101965405.77,0.1376808389,-0.142827544389807,-0.012006,-,36332769.8,1588799798.65,-,化工行业,-,-,000635,-,001,-,-,-,016041,2020-03-31T00:00:00,-,12.5407725145941,-,-0.50945114538604,53312773.21,0.03343284,3098309534.22,-,1.94200461423376,0.527263193907409,262788386.69,2,-,-,2671731678.45,-0.131326
shzb,001,-,245886882.65,0.0,10000334,1695232915.84,-,-,-,-,2020-03-30T17:00:28,-,-,0.0908315005595747,天药股份,-,2019-12-31T00:00:00,-,-,1243681708.72,0.3209952613,-0.383748888170385,0.019093,-,253756496.87,2445389548.63,-,医药制造,-,-,600488,-,001,-,-,-,016024,2020-03-31T00:00:00,-,0.283741275259427,-,-0.182538265763474,41566532.53,0.01153222,5281177388.71,-,-0.286481283578159,-0.310155719430907,373272957.74,2,-,-1.0,3585944472.87,-0.105364
,001,-,27758860.19,-,10000851,253877654.94,-,-,-,-,2020-03-30T19:54:35,-,-,-7.40100958989682,*ST华塑,-,2019-12-31T00:00:00,-,-,3005790.36,1.6184368791,1048.21653527253,-0.241988,-,7918213.7,14575563.81,-,国际贸易,-,-,000509,-,001,-,-,-,016037,2020-03-31T00:00:00,-,-0.843689940207206,-,3.48308519580532,3469304.19,0.00354846,156865960.12,-,-0.140182696055627,0.856171106871058,1543817.21,2,-,-,-97011694.82,0.32374
cyb,001,-,277423678.31,-,80168102,1138478767.13,-,-,-,-,2020-03-30T21:33:43,-,-,0.0487071202526132,永清环保,-,2019-12-31T00:00:00,-,-,381609833.64,0.4139761423,-0.165789059742058,-0.174336,-,369620206.5,376668863.5,-,环保工程,-,-,300187,-,001,-,-,-,016048,2020-03-31T00:00:00,-,0.00761223114694724,-,-0.222585243814225,48773625.05,0.01210358,2750107194.41,-,-0.489061067023508,-0.218129414507259,503519733.53,2,-,-,1611628427.28,-0.365398
shzb,001,-,29750389635.0,-,10000290,75881313004.0,-,-,-,-,2020-04-01T15:43:27,-,-,0.134659961220511,江西铜业,-,2019-12-31T00:00:00,-,-,26923307427.0,0.562442449,0.942046831369915,0.311552,-,4930446539.0,21897667680.0,-,有色金属,-,-,600362,-,001,-,-,-,016032,2020-03-31T00:00:00,-,-0.139195542480375,-,0.559933560778552,-,0.01229032,134913915434.0,-,0.295954470819244,-,8363608696.0,2,-,-,59032602430.0,0.492577
szzb,001,-,27597505747.29,-,10000620,140641525977.17,-,-,-,-,2020-03-30T20:23:35,-,-,0.191437490845852,大悦城,-,2019-12-31T00:00:00,-,-,75768323563.57,0.7677669811,0.0119481385637645,0.142191,-,323156871.58,4223926902.46,-,房地产,-,-,000031,-,001,-,-,-,016017,2020-03-31T00:00:00,-,-0.332040134240239,-,0.286401342873418,29775232514.09,0.01576904,183182566384.14,-,0.443052418052588,0.316773619328223,10951444916.42,2,-,-,42541040406.97,0.128086
,001,-,2364325095.17,-,10000322,13830482842.56,-,-,-,-,2020-03-30T19:53:41,-,-,-0.366106952053791,*ST湘电,-,2019-12-31T00:00:00,-,-,2402292055.14,0.8118859131,-0.195803468228612,-0.164617,-,4547078297.74,2136828116.96,-,机械行业,-,-,600416,-,001,-,-,-,016043,2020-03-31T00:00:00,-,-0.232533780509959,-,-0.0792636233110495,1666356248.59,0.00837503,17035007774.76,-,-0.157183933803533,0.483189252254131,2966189683.45,2,-,-,3204524932.2,-0.098201
shzb,001,-,1222873259.17,-,10000761,12917137400.78,-,-,-,-,2020-03-30T16:45:28,-,-,0.0203228441322502,华北制药,-,2019-12-31T00:00:00,-,-,2109307439.63,0.6966724634,-0.0417744785399594,0.034848,-,1480057206.38,7920239362.59,-,医药制造,-,-,600812,-,001,-,-,-,016024,2020-03-31T00:00:00,-,0.233355083091205,-,0.0171827052558098,205055750.35,0.00772466,18541191276.57,-,-0.021346293357324,-0.0402832869815478,1862318367.66,2,-,-,5624053875.79,0.041303
shzb,001,-,3349690773.43,-,10000298,14474424557.9,-,-,-,-,2020-03-30T17:08:29,-,-,0.0390225704907709,中航电子,-,2019-12-31T00:00:00,-,-,3961812707.33,0.6377325381,0.00371504209963785,0.04829,-,6854616411.68,2903522206.83,-,航天航空,-,-,600372,-,001,-,-,-,016034,2020-03-31T00:00:00,-,0.0471613062545988,-,0.0637159990969619,-,0.01495248,22696700721.78,-,0.320912977577272,-,4151274717.65,2,-,-,8222276163.88,0.053628
,001,-,1359890717.67,-,10000914,5007070178.67,-,-,-,-,2020-03-30T20:52:12,-,-,-0.00949643505699987,*ST海马,-,2019-12-31T00:00:00,-,-,570776296.74,0.4666882304,-0.370453382649632,-0.063656,-,455941873.77,3013036543.57,-,汽车行业,-,-,000572,-,001,-,-,-,016035,2020-03-31T00:00:00,-,-0.662257046769811,-,-0.185648043702344,48486177.01,0.00659482,10728940333.67,-,1.2264004671294,-0.736455144806925,1264850711.79,2,-,-,5721870155.0,-0.118722
szzb,001,-,1581313778.78,-,10001033,9172658902.82,-,-,-,-,2020-03-30T18:21:09,-,-,0.294828966720425,韶钢松山,-,2019-12-31T00:00:00,-,-,2179543640.26,0.5341793347,-0.115170882686719,0.045335,-,33154202.85,10497769454.05,-,钢铁行业,-,-,000717,-,001,-,-,-,016033,2020-03-31T00:00:00,-,0.597370498239546,-,-0.0033577402932618,1354947060.49,0.00608313,17171497110.19,-,0.0616251291036496,0.255086778242588,2459156928.63,2,-,-,7998838207.37,-0.105043
szzb,001,-,1366835987.02,-,10001078,1582296692.67,-,-,-,-,2020-03-30T19:53:39,-,-,0.0983581085508424,甘咨询,-,2019-12-31T00:00:00,-,-,23564782.74,0.4644086686,0.133466912097738,-0.215063,-,588936242.44,665302674.08,-,工程建设,-,-,000779,-,001,-,-,-,016005,2020-03-31T00:00:00,-,-0.073650992920137,-,-0.838220069133125,278116724.01,0.01540172,3407121355.97,-,-0.22037043622012,-0.266374705862841,191529022.06,2,-,-,1824824663.3,-0.409419
shzb,001,-,2258085188.73,-,10000330,10479917541.85,-,-,-,-,2020-03-30T21:30:19,-,-,-0.05148996436114,时代新材,-,2019-12-31T00:00:00,-,-,1834116027.28,0.697516796,-0.0531288445599383,0.05236,-,1872640489.98,2831608231.27,-,材料行业,-,-,600458,-,001,-,-,-,016040,2020-03-31T00:00:00,-,-0.25239627546766,-,0.040177067646218,-,0.01279055,15024609590.07,-,0.920925229116779,-,2402991916.94,2,-,-,4544692048.22,0.104816
shzb,001,-,3512103793.03,-,80096445,6204537146.31,-,-,-,-,2020-03-30T20:06:09,-,-,0.0849315335994228,新华文轩,-,2019-12-31T00:00:00,-,-,2157448334.24,0.4048768795,0.199381989346426,0.153284,-,1761441147.35,1322693949.23,-,文化传媒,-,-,601811,-,001,-,-,-,016039,2020-03-31T00:00:00,-,0.30689757838957,-,0.122767667579204,-,0.01583436,15324503472.53,-,0.346349331715379,-,4315781514.83,2,-,-,9119966326.22,0.270983
zxb,001,-,487707253.2,-,80134098,558310502.0,-,-,-,-,2020-03-30T19:59:09,-,-,0.0414795640380322,百润股份,-,2019-12-31T00:00:00,-,-,89699107.02,0.2179606909,0.602254796858036,0.056257,-,118446903.28,1179670799.45,-,食品饮料,-,-,002568,-,001,-,-,-,016012,2020-03-31T00:00:00,-,0.107344341172447,-,0.181721000436768,32468787.19,0.01636888,2561519233.85,-,-0.241642114886615,-0.227155781731264,268894164.25,2,-,-,2003208731.85,0.112913
shzb,001,-,2995806012.16,-,80027569,21569281723.71,-,-,-,-,2020-03-30T19:53:40,-,-,0.0850845206845637,四川成渝,-,2019-12-31T00:00:00,-,-,2236310299.52,0.5718244211,0.0396200591749897,0.041882,-,469433509.55,651484154.37,-,高速公路,-,-,601107,-,001,-,-,-,016002,2020-03-31T00:00:00,-,1.45342518995119,-,0.221680776490171,-,0.01097104,37720112901.7,-,-0.184521424080295,-,1807337946.5,2,-,-,16150831177.99,0.01172
shzb,001,-,1994000000.0,-,10001290,229592000000.0,-,-,-,-,2020-03-30T20:05:29,-,-,-0.0144404793881023,南方航空,-,2019-12-31T00:00:00,-,-,1893000000.0,0.7487200224,-0.00890740607714963,0.243218,-,3197000000.0,84374000000.0,-,民航机场,-,-,600029,-,001,-,-,-,016001,2020-03-31T00:00:00,-,0.0922446190638879,-,0.114184814596822,-,0.00175285,306646000000.0,-,-0.727148330596606,-,13797000000.0,2,-,-,77054000000.0,0.36279
cyb,001,-,1833078296.56,-,80166377,303512808.97,-,-,-,-,2020-03-30T19:53:40,-,-,0.0377361670055234,东软载波,-,2019-12-31T00:00:00,-,-,161703959.65,0.0938994856,-0.0958494800738856,0.008422,-,341950195.95,383597596.56,-,电子信息,-,-,300183,-,001,-,-,-,016014,2020-03-31T00:00:00,-,-0.284968899294705,-,-0.0735042767002037,3269928.71,0.09145903,3232315993.79,-,0.3233791946501,-0.874019415581635,110072656.95,2,-,-,2928803184.82,-0.207582
cyb,001,-,1165028886.98,-,80167844,1215695621.18,-,-,-,-,2020-03-30T21:08:21,-,-,0.159858008273821,美亚柏科,-,2019-12-31T00:00:00,-,-,436676432.39,0.2894411175,0.524298347024375,0.219505,-,796779217.13,387910370.69,-,软件服务,-,-,300188,-,001,-,-,-,016057,2020-03-31T00:00:00,-,0.274845375572388,-,0.211239190528725,352995480.27,0.02312363,4200148312.04,-,0.24503294617707,0.0890851847283313,243254114.12,2,-,-,2984452690.86,0.395713
zxb,001,-,716548247.87,-,80152351,1431683742.91,-,-,-,-,2020-03-30T21:26:15,-,-,0.0826012725762721,科士达,-,2019-12-31T00:00:00,-,-,318467720.83,0.3528846571,0.236179777759256,0.145508,-,1025808836.03,691338473.96,-,输配电气,-,-,002518,-,001,-,-,-,016020,2020-03-31T00:00:00,-,-0.181097154072279,-,-0.0795706316504687,65569249.19,0.02305307,4057086966.37,-,0.195850931374645,-0.0853389364280581,515504478.9,2,-,-,2625403223.46,0.282126
shzb,001,-,4344309800.94,-,10001336,8156278185.06,-,-,-,-,2020-03-30T21:29:40,-,-,0.0455547711521661,浦东建设,-,2019-12-31T00:00:00,-,-,3394305069.05,0.5630958009,0.649101799296678,0.226339,-,794374581.16,204400212.94,-,工程建设,-,-,600284,-,001,-,-,-,016005,2020-03-31T00:00:00,-,0.043442576360502,-,0.461463082133646,1458743895.44,0.01643915,14484707880.46,-,1.0554224457282,0.294233149550695,5046695093.75,2,-,-,6328429695.4,0.416355
zxb,001,-,909908669.73,-,80097846,1582602505.84,-,-,-,-,2020-03-30T15:40:29,-,-,0.107993908972547,泰和新材,-,2019-12-31T00:00:00,-,-,424497342.73,0.3675980776,-0.554926793009151,0.134523,-,72066078.95,1488510615.82,-,化纤行业,-,-,002254,-,001,-,-,-,016026,2020-03-31T00:00:00,-,-0.171469576749715,-,-0.223099936475685,23521837.67,0.02962046,4305252399.77,-,1.53729143268189,-0.152684333001565,435643288.45,2,-,-,2722649893.93,0.183263
shzb,001,-,156887177000.0,-,80108579,819217639000.0,-,-,-,-,2020-03-30T20:31:40,-,-,0.263760374491785,中国铁建,-,2019-12-31T00:00:00,-,-,194891575000.0,0.7576654908,0.187459500446422,0.178243,-,112138537000.0,50891768000.0,-,工程建设,-,-,601186,-,001,-,-,-,016005,2020-03-31T00:00:00,-,0.128355163426729,-,0.218899915847865,128914000.0,0.01097006,1081239213000.0,-,0.0909974519198319,1.0020810684889,325785304000.0,2,-,-,262021574000.0,0.153282
cyb,001,-,472958358.96,-,80190986,952360411.68,-,-,-,-,2020-03-30T21:37:09,-,-,0.00518334097000827,今天国际,-,2019-12-31T00:00:00,-,-,295318879.73,0.5521238567,0.337418524188514,0.141326,-,480358863.08,199712993.11,-,软件服务,-,-,300532,-,001,-,-,-,016057,2020-03-31T00:00:00,-,0.0502773193389233,-,0.36469980744119,450545276.16,0.01549727,1724903570.26,-,0.663510204226773,0.265906173808066,274063005.15,2,-,-,772543158.58,0.282198
cyb,001,-,255432018.6,-,80329888,272638084.24,-,-,-,-,2020-03-30T21:09:03,-,-,0.278773753694649,圣邦股份,-,2019-12-31T00:00:00,-,-,174047708.97,0.1956538883,1.5831964921131,0.311742,-,83775876.62,37574056.08,-,电子元件,-,-,300661,-,001,-,-,-,016022,2020-03-31T00:00:00,-,1.71783806867316,-,0.66392676704105,3052728.67,0.0496784,1393471331.54,-,0.130738753672564,-0.606112585725303,131781331.4,2,-,-,1120833247.3,0.467253
szzb,001,-,1465963050.62,-,10001182,733622631.91,-,-,-,-,2020-03-30T16:13:33,-,-,0.0550451023989421,金陵药业,-,2019-12-31T00:00:00,-,-,233981956.88,0.1764219859,0.44450171708125,0.070376,-,266983453.16,949348059.27,-,医药制造,-,-,000919,-,001,-,-,-,016024,2020-03-31T00:00:00,-,-0.153877980951723,-,-0.01084401972342,31737813.54,0.03315853,4158340176.15,-,0.518275651308644,0.206989146664198,304355023.23,2,-,-,3424717544.24,0.148265
shzb,001,-,44904764000.0,-,80106735,224744003000.0,-,-,-,-,2020-03-30T17:39:27,-,-,0.0610874689222428,中国中车,-,2019-12-31T00:00:00,-,-,60833768000.0,0.5859231613,0.0747295793072339,0.072861,-,59712424000.0,59090886000.0,-,交运设备,-,-,601766,-,001,-,-,-,016008,2020-03-31T00:00:00,-,-0.0699811042970814,-,0.10363048901064,5827000.0,0.01255043,383572485000.0,-,0.176410222124603,-0.760570325019518,106602413000.0,2,-,-,158828482000.0,0.08134
zxb,001,-,4482916067.61,-,80097526,4275642055.52,-,-,-,-,2020-03-30T20:01:00,-,-,0.0422694187532879,广电运通,-,2019-12-31T00:00:00,-,-,1918033202.6,0.3013730136,0.252866187865627,0.055579,-,1518071334.24,1116170777.39,-,电子信息,-,-,002152,-,001,-,-,-,016014,2020-03-31T00:00:00,-,0.15746712254473,-,0.0284574796999956,1614706695.57,0.02316648,14187209411.66,-,0.0548562818462652,-0.108468434382502,1031804541.11,2,-,-,9911567356.14,0.087779
shzb,001,-,662442222.69,-,80357750,3029277198.59,-,-,-,-,2020-03-30T18:21:09,-,-,2.85503291585295,城地股份,-,2019-12-31T00:00:00,-,-,1084845534.83,0.4773367197,1.48215072394677,2.76887,-,1721842942.63,585272279.95,-,工程建设,-,-,603887,-,001,-,-,-,016005,2020-03-31T00:00:00,-,2.8193495339398,-,0.391544529822127,144860360.46,0.01442676,6346206092.76,-,5.46668977822705,-,982725900.8,2,-,-,3316928894.17,2.678837
shzb,001,-,3020919115.24,-,10000442,13316597973.46,-,-,-,-,2020-03-30T23:28:37,-,-,0.0778014019374147,大众公用,-,2019-12-31T00:00:00,-,-,313336458.24,0.5901335199,0.429922871872915,0.045064,-,351096337.94,4772029556.47,-,公用事业,-,-,600635,-,001,-,-,-,016006,2020-03-31T00:00:00,-,-0.175906575585262,-,-0.119588735015827,23040473.21,0.00668235,22565398377.59,-,-0.0103819480273142,-0.229197153547115,1968246942.37,2,-,-,9248800404.13,0.023473
shzb,001,-,712098001.37,-,10000741,2476554439.57,-,-,-,-,2020-03-30T19:35:44,-,-,0.0797020340540082,云煤能源,-,2019-12-31T00:00:00,-,-,431771990.52,0.4193351403,-0.134550703667816,0.101934,-,875781096.57,1913711171.2,-,煤炭采选,-,-,600792,-,001,-,-,-,016011,2020-03-31T00:00:00,-,0.170143551060332,-,0.0313103917594222,39619973.53,0.01304725,5905907235.91,-,0.779036048403808,-0.0816496521803797,658667023.58,2,-,-,3429352796.34,0.134275
shzb,001,-,50329691977.73,-,80065439,193098792896.16,-,-,-,-,2020-03-30T20:11:28,-,-,0.226649377649853,中远海控,-,2019-12-31T00:00:00,-,-,4054416698.57,0.7363886263,0.0795904116952394,0.14938,-,8533327714.89,101111679003.03,-,港口水运,-,-,601919,-,001,-,-,-,016016,2020-03-31T00:00:00,-,-0.0212658396884188,-,-0.0113364234987466,44517582.73,0.01026609,262224029547.74,-,0.480504007737731,-0.260654638784455,21634298491.56,2,-,-,69125236651.58,0.124034
shzb,001,-,753087915.45,-,80091996,1663275070.05,-,-,-,-,2020-03-30T21:29:39,-,-,0.111650108285639,文灿股份,-,2019-12-31T00:00:00,-,-,204232444.66,0.4230980134,-0.173097126468675,0.364499,-,359948576.79,1367695714.92,-,汽车行业,-,-,603348,-,001,-,-,-,016035,2020-03-31T00:00:00,-,0.0279108077160406,-,0.139732471185984,22818060.97,0.02365138,3931181469.52,-,1.75230785014358,-0.0388465092902853,276816638.0,2,-,-,2267906399.47,0.97793
shzb,001,-,1438461025.97,-,10000134,317762893.84,-,-,-,-,2020-03-30T16:56:04,-,-,0.122417600822787,上海贝岭,-,2019-12-31T00:00:00,-,-,157443160.24,0.0936687035,0.149558472728021,0.116271,-,150836493.9,56322219.27,-,电子元件,-,-,600171,-,001,-,-,-,016022,2020-03-31T00:00:00,-,-0.00819937348833676,-,0.0146712016419567,6698069.95,0.11920871,3392412639.94,-,0.185423520783639,0.12817784931356,92747600.48,2,-,-,3074649746.1,0.060101
zxb,001,-,198356441.06,-,80080339,3997653255.35,-,-,-,-,2020-03-30T17:41:25,-,-,-0.00203450892589689,沙钢股份,-,2019-12-31T00:00:00,-,-,1618255764.15,0.3472292339,0.0789940645250038,-0.000735,-,54061002.69,3505795402.77,-,钢铁行业,-,-,002075,-,001,-,-,-,016033,2020-03-31T00:00:00,-,0.472046402226628,-,-0.0533534362052186,526172991.7,0.01768265,11513008886.2,-,-0.403433631597325,0.0372051892237171,1469627679.51,2,-,-,7515355630.85,0.001716
cyb,001,-,285777346.38,-,80474368,680922036.36,-,-,-,-,2020-03-30T20:43:02,-,-,0.094725414508225,延江股份,-,2019-12-31T00:00:00,-,-,157702284.58,0.4452342003,0.038513629826032,0.242457,-,218701735.95,318469105.65,-,纺织服装,-,-,300658,-,001,-,-,-,016010,2020-03-31T00:00:00,-,0.101128067382452,-,0.301436641054007,2028347.05,0.01299569,1529356989.92,-,0.177917694617652,1.49245837781379,73347764.02,2,-,-,848434953.56,0.493602
shzb,001,-,166281619.5,-,80202029,107726600.25,-,-,-,-,2020-03-30T22:26:16,-,-,0.0735822673117803,中公高科,-,2019-12-31T00:00:00,-,-,34267408.45,0.1426315604,0.16947932333411,0.07416,-,106517063.31,169374830.1,-,工程建设,-,-,603860,-,001,-,-,-,016005,2020-03-31T00:00:00,-,-0.0705341039076686,-,0.181641142368764,20302133.11,0.06242116,755278845.33,-,0.03797367468865,0.333292286474627,17821190.24,2,-,-,647552245.08,0.077645
zxb,001,-,905233874.3,-,80133955,4601519978.02,-,-,-,-,2020-03-30T17:27:31,-,-,-0.0257707503482718,三泰控股,-,2019-12-31T00:00:00,-,-,686262835.04,0.5914603778,24.4850234598663,1.19103,-,227077052.68,2310135406.31,-,化工行业,-,-,002312,-,001,-,-,-,016041,2020-03-31T00:00:00,-,1.6380007363224,-,-,155651381.33,0.00763491,7779929393.17,-,-0.382933590395928,252.649565775026,428448432.62,2,-,-,3178409415.15,14.959619
zxb,001,-,2945006127.97,-,80100214,6398387507.67,-,-,-,-,2020-03-30T20:26:07,-,-,0.329977001396707,中航光电,-,2019-12-31T00:00:00,-,-,2049336532.02,0.4228418365,-0.0656569713382836,0.13034,-,4144629895.46,1821465490.05,-,电子元件,-,-,002179,-,001,-,-,-,016022,2020-03-31T00:00:00,-,0.127352252859432,-,0.043010697061423,-,0.02042361,15131869544.56,-,0.090879575011708,-,2361790840.96,2,-,-,8733482036.89,-0.061871
shzb,001,-,9517313695.0,-,10000757,55481291711.0,400031889.0,-,-,-,2020-03-31T21:25:53,-,-,-0.0359960879861956,马钢股份,-,2019-12-31T00:00:00,-,-,10947850219.0,0.6427244935,-0.204239790317585,0.122932,1386580448.0,1092930122.0,30045743674.0,-,钢铁行业,-,0.222979564618551,600808,-,001,-,-0.555700859780583,-,016033,2020-03-31T00:00:00,-,-0.0257083718813775,-,-0.00959555895226669,-,0.00929019,86322043538.0,-,-0.0251495368503924,-,6130327006.0,2,-,-,30840751827.0,0.236224
zxb,001,-,310438909.88,-,80437101,1504722568.36,-,-,-,-,2020-03-30T20:27:58,-,-,0.0530393377255062,三利谱,-,2019-12-31T00:00:00,-,-,485083488.18,0.6173638011,0.267605180171877,0.215586,-,548543120.72,392976204.41,-,电子信息,-,-,002876,-,001,-,-,-,016014,2020-03-31T00:00:00,-,0.462965692748339,-,0.169466729176,1134870.99,0.0126466,2437335272.52,-,-0.204398511978001,0.293039249034104,282611068.51,2,-,-,932612704.16,0.344184
shzb,001,-,556559215.57,-,10000258,3455049760.48,-,-,-,-,2020-03-30T17:08:28,-,-,-0.185084479700576,洪都航空,-,2019-12-31T00:00:00,-,-,2616929782.38,0.4095392303,0.324134688705046,-0.226064,-,2142239790.29,630589790.22,-,航天航空,-,-,600316,-,001,-,-,-,016034,2020-03-31T00:00:00,-,1.57941334725006,-,-0.333896766270751,1493592.9,0.01874218,8436431737.75,-,-0.130696657403731,-0.981046806922675,1490057635.3,2,-,-,4981381977.27,-0.278383
zxb,001,-,652642877.23,-,80138987,2817764651.12,-,-,-,-,2020-03-30T20:50:06,-,-,-0.0652998571654457,康力电梯,-,2019-12-31T00:00:00,-,-,1081370179.77,0.4862658497,0.0108878615235725,0.052118,-,861497162.34,1208847391.05,-,机械行业,-,-,002367,-,001,-,-,-,016043,2020-03-31T00:00:00,-,0.0527677816247435,-,0.181859202260493,1187486090.77,0.01462783,5794699859.45,-,2.21027133969059,0.239964234407303,760653433.07,2,-,-,2976935208.33,0.21312
shzb,001,-,9533268377.32,-,10000156,36915432339.15,-,-,-,-,2020-03-30T22:30:43,-,-,0.16704515308894,复星医药,-,2019-12-31T00:00:00,-,-,3940536682.71,0.4849658983,-0.0144365291314496,0.078925,-,4367599412.33,7410365672.57,-,医药制造,-,-,600196,-,001,-,-,-,016024,2020-03-31T00:00:00,-,0.20530696189867,-,0.198681642962251,-,0.01170336,76119645663.32,-,0.11545592768872,-,2152746846.36,2,-,-,39204213324.17,-0.001169
shzb,001,-,478740085.65,-,10000743,584194058.67,-,-,-,-,2020-03-30T21:42:21,-,-,0.072144649830448,保税科技,-,2019-12-31T00:00:00,-,-,160655385.31,0.2067097484,-0.0323338550432461,-0.096926,-,11383207.22,1027695660.47,-,交运物流,-,-,600794,-,001,-,-,-,016003,2020-03-31T00:00:00,-,-0.562681967432142,-,1.50437548734201,34939297.54,0.02112329,2826156304.21,-,0.614937360946928,1.5213813879117,18918203.05,2,-,-,2241962245.54,-0.437401
shzb,001,-,1562333604.0,-,80026722,7753850284.0,-,-,-,-,2020-03-30T19:53:39,-,-,0.0112072724899288,广深铁路,-,2019-12-31T00:00:00,-,-,271258897.0,0.2101705559,-0.139547868824523,0.042113,-,4402133906.0,23565450683.0,-,交运物流,-,-,601333,-,001,-,-,-,016003,2020-03-31T00:00:00,-,0.139971739592894,-,-0.0842571637664048,851066286.0,0.0103503,36893133065.0,-,-0.154468334892704,0.449554106408817,3340689092.0,2,-,-,29139282781.0,0.17734
shzb,001,-,496607535.12,-,10001289,3408305070.24,-,-,-,-,2020-03-30T15:43:03,-,-,0.128096224078855,青松建化,-,2019-12-31T00:00:00,-,-,466189636.6,0.4266455244,-0.441477238201041,-0.041748,-,143901601.29,4924096058.89,-,水泥建材,-,-,600425,-,001,-,-,-,016004,2020-03-31T00:00:00,-,-0.21861302831807,-,-0.136783015729451,90061595.13,0.00755995,7988610860.94,-,0.382701069095142,0.287849650433611,397536481.79,2,-,-,4580305790.7,-0.203005
zxb,001,-,2224694908.79,-,80097729,9654979065.37,-,-,-,-,2020-03-30T20:45:43,-,-,-7.37160982711948e-05,通富微电,-,2019-12-31T00:00:00,-,-,1893788336.65,0.5975688837,0.137918253490541,0.156691,-,1611759825.11,7438503386.53,-,电子元件,-,-,002156,-,001,-,-,-,016022,2020-03-31T00:00:00,-,-0.0348057317875872,-,0.423584928504128,27336287.12,0.0083572,16157098082.94,-,0.62051293189527,0.328802941941924,2013516765.93,2,-,-,6502119017.57,0.293231
cyb,001,-,158266054.49,-,80134627,254047887.48,-,-,-,-,2020-03-30T20:45:44,-,-,0.175336686632293,硅宝科技,-,2019-12-31T00:00:00,-,-,139060711.66,0.2215378478,0.211770661846218,0.127379,-,174469941.68,389995513.94,-,化工行业,-,-,300019,-,001,-,-,-,016041,2020-03-31T00:00:00,-,-0.0571432185056607,-,0.358666356133105,43032848.61,0.02850971,1146747113.27,-,0.10334924157091,1.54878010564969,101948167.74,2,-,-,892699225.79,-0.013993
shzb,001,-,15647900059.61,-,80095442,67366630383.47,-,-,-,-,2020-03-29T15:01:41,-,-,-0.00206337658265799,洛阳钼业,-,2019-12-31T00:00:00,-,-,20730673736.79,0.5764619793,0.73760445877338,0.154581,-,1510508440.5,24439595450.35,-,有色金属,-,-,603993,-,001,-,-,-,016032,2020-03-30T00:00:00,-,0.754365839805652,-,2.13345536439869,-,0.01566939,116862226476.73,-,-0.412784859138921,-,1944506406.62,2,-,-,49495596093.26,0.305095
cyb,001,-,4459852482.83,-,80127960,2097019936.55,-,-,-,-,2020-03-29T18:32:49,-,-,2.37026014631963,康龙化成,-,2019-12-31T00:00:00,-,-,157396992.46,0.2110731617,0.0901634225900643,1.069335,-,857069268.23,2485468173.63,-,医药制造,-,-,300759,-,001,-,-,-,016024,2020-03-30T00:00:00,-,0.307682588728232,-,0.306614827390345,-,0.04681846,9935038258.59,-,12.9061307507079,-,117977991.93,2,-,-,7838018322.04,-0.152868
zxb,001,-,5721492442.48,-,80142624,20232833299.34,-,-,-,-,2020-03-29T16:42:46,-,-,0.48030525260157,晶澳科技,-,2019-12-31T00:00:00,-,-,2780391890.86,0.7092368611,-0.0289745869052356,0.207991,-,3888704282.9,10405399608.95,-,专用设备,-,-,002459,-,001,-,-,-,016061,2020-03-30T00:00:00,-,0.225800042353474,-,0.0465696217239712,1804174970.46,0.00982718,28527611026.45,-,0.473342257958567,1.73340381639662,2800390234.26,2,-,-,8294777727.11,0.123278
shzb,001,-,1021755452.63,-,10000405,1415510657.15,-,-,-,-,2020-03-29T15:26:44,-,-,0.0193262822699609,北大荒,-,2019-12-31T00:00:00,-,-,217765449.27,0.1804272925,0.00787645171407194,-0.016071,-,12913918.26,3192519671.3,-,农牧饲渔,-,-,600598,-,001,-,-,-,016009,2020-03-30T00:00:00,-,-0.316369489807064,-,-0.116725604903167,503480147.74,0.02266587,7845324492.2,-,2.25895774605036,-0.202161323910029,140229185.77,2,-,-,6429813835.05,-0.15013
