sname,netoperatecashflow,nideposit,scode,netoperatecashflow_zb,indemnitypay_zb,niloanadvances_zb,indemnitypay,agentuwsecurityrec,publishname,hycode,premiumrec_zb,buyfilassetpay_zb,reporttimetypecode,noticedate,netfinacashflow_zb,cashequibeginning_zb,salegoodsservicerec,invpay,employeepay_zb,eutime,nideposit_zb,netinvcashflow,niloanadvances,nicashequi_tb,nicashequi,niclientdeposit_zb,intandcommrec_zb,cashequibeginning,employeepay,dataajusttype,intandcommrec,invincomerec,invincomerec_zb,reportdate,salegoodsservicerec_zb,premiumrec,netfinacashflow,netinvcashflow_zb,companycode,mkt,cashequiending,niclientdeposit,combinetypecode,invpay_zb,cashequiending_zb,buyfilassetpay
澳洋健康,-627620902.87,-,002172,-44.94593189271,-,-,-,-,化纤行业,016026,-,18.1339085624233,001,2020-04-16T00:00:00,78.4735074075604,26.3719640968729,1829368351.79,672500.0,32.5690156932418,2020/4/15 20:44:04,-,-448696277.25,-,1.07766823971112,13963909.0,-,-,368255706.8,454790771.36,2,-,81111.11,0.00580862493446498,2019-12-31T00:00:00,131.006894401131,-,1095796916.35,-32.1325695584238,80084628,zxb,382219615.8,-,001,0.0481598669828055,27.3719640968729,253220248.98
百川能源,1427413140.75,-,600681,3.06745216019639,-,-,-,-,公用事业,016006,-,0.893201282805692,001,2020-04-16T00:00:00,-0.690518792688762,1.79031174968855,5402480617.58,3660000.0,0.518875968891549,2020/4/15 20:27:12,-,-640744396.35,-,2.74666575699831,465341614.54,-,-,833106560.13,241454581.11,2,-,4153455.47,0.00892560506136073,2019-12-31T00:00:00,11.6097087575554,-,-321327129.86,-1.37693336750763,10000488,shzb,1298448174.67,-,001,0.00786518954170473,2.79031174968855,415643727.05
建研院,69756061.61,-,603183,0.652167611247415,-,-,-,-,工程建设,016005,-,0.735724245909194,001,2020-04-16T00:00:00,-0.157051483331278,2.46858445778139,586207378.3,589450000.0,1.60075925879734,2020/4/15 20:16:57,-,-159918111.44,-,-2.55165466565077,-106960328.0,-,-,264040603.3,171217735.37,2,-,2763726.02,0.0258387952961401,2019-12-31T00:00:00,5.48060565315394,-,-16798278.17,-1.49511612791614,80502444,shzb,157080275.3,-,001,5.51092176905067,1.46858445778139,78693306.66
当升科技,347419786.55,-,300073,0.738571335566516,-,-,-,-,材料行业,016040,-,0.943714472348504,001,2020-04-16T00:00:00,0.725101541209639,1.73927397191181,1655971932.68,-,0.289390359440678,2020/4/15 17:14:02,-,-221751863.9,-,0.280768213267811,470394354.37,-,-,818144657.09,136127591.29,2,-,590962.68,0.00125631329226193,2019-12-31T00:00:00,3.52039074724408,-,341083671.33,-0.471416933132611,80142622,cyb,1288539011.46,-,001,-,2.73927397191181,443917959.93
南极电商,1254911826.62,-,002127,3.12072312503076,-,-,-,-,综合行业,016042,-,0.0368100657926075,001,2020-04-16T00:00:00,-0.152729503333009,2.95868860913699,3809956466.43,6697600000.0,0.365058810481699,2020/4/15 21:31:06,-,-1595727377.41,-,-0.481394278611853,-402122128.86,-,-,1189754162.14,146798226.03,2,-,33933372.78,0.0843857384228014,2019-12-31T00:00:00,9.47462522699527,-,-61415913.02,-3.96826551658279,80093214,zxb,787632033.28,-,001,16.6556364828452,1.95868860913699,14802142.02
益盛药业,210871994.83,-,002566,8.724069412708,-,-,-,-,医药制造,016024,-,0.897618183447357,001,2020-04-16T00:00:00,-6.82928517008456,1.60700277840303,1142076275.7,-,9.73328335238085,2020/4/15 15:50:58,-,-21628087.68,-,1.57905850966646,24171288.06,-,-,38843327.07,235265995.68,2,-,-,-,2019-12-31T00:00:00,47.2492931640648,-,-165072619.09,-0.894784242623436,80139210,zxb,63014615.13,-,001,-,2.60700277840303,21696587.68
空港股份,89840886.5,-,600463,3.42306474224562,-,-,-,-,房地产,016017,-,1.07229200216858,001,2020-04-16T00:00:00,-3.75585682188904,10.7801973374532,1197046210.91,-,4.03214405305505,2020/4/15 18:12:34,-,-17511369.36,-,0.598525187915762,-26245745.63,-,-,282934317.16,105826627.16,2,-,927163.77,0.0353262499404937,2019-12-31T00:00:00,45.6091523474085,-,-98575262.77,-0.667207920356576,10001337,shzb,256688571.53,-,001,-,9.7801973374532,28143103.13
腾龙股份,106940966.62,-,603158,10.3377677132228,-,-,-,-,汽车行业,016035,-,6.69947158621254,001,2020-04-16T00:00:00,16.8311008485801,17.917116954114,897757802.15,222776997.28,19.253585944564,2020/4/15 20:16:57,-,-292071372.03,-,-1.25612522659014,-10344686.55,-,-,185346958.77,199172311.56,2,-,26668211.23,2.57796223221476,2019-12-31T00:00:00,86.7844373834604,-,174112462.57,-28.2339508904695,80284543,shzb,175002272.22,-,001,21.5354033399881,16.917116954114,69303933.61
浙江美大,543387260.62,-,002677,15.805068238548,-,-,-,-,家电行业,016019,-,8.13252548466447,001,2020-04-16T00:00:00,-8.8325373148347,24.0821396727986,2000028898.98,450000000.0,3.78406326473753,2020/4/15 21:18:10,-,-274100160.37,-,-0.205942092900974,-34380570.36,-,-,827957697.44,130098253.32,2,-,3506849.32,0.102000905839539,2019-12-31T00:00:00,58.1732320911968,-,-303667670.61,-7.97253092371327,80195268,zxb,793577127.08,-,001,13.0887880942066,23.0821396727986,279600864.63
张江高科,-6731829838.47,-,600895,-6.11816523193995,-,-,-,-,房地产,016017,-,0.0110012866425367,001,2020-04-16T00:00:00,4.65246459577089,2.47121867276406,1607288851.81,754908877.53,0.0634033519173084,2020/4/15 20:16:57,-,506487988.83,-,-2.5587963324019,-1100302064.96,-,-,2719087008.61,69762839.04,2,-,357012865.41,0.324468049983146,2019-12-31T00:00:00,1.46077054928406,-,5119116401.88,0.460317221024585,10000563,shzb,1618784943.65,-,001,0.686092393689585,1.47121867276405,12104738.41
梅花生物,2797944625.34,-,600873,4.6089092105904,-,-,-,-,食品饮料,016012,-,1.88187383850456,001,2020-04-16T00:00:00,-2.25251443332595,2.46220010999561,15073736890.27,14000000.0,1.6377666228142,2020/4/15 18:16:52,-,-850118739.36,-,1.80261988860577,607073061.65,-,-,1494735359.17,994243997.98,2,-,66925791.76,0.110243389120411,2019-12-31T00:00:00,24.8301857593552,-,-1367440833.45,-1.40035655189412,10000822,shzb,2101808420.82,-,001,0.0230614746138604,3.46220010999561,1142434912.78
园城黄金,-4007888.14,-,600766,-8.04053356527951,-,-,-,-,贵金属,016052,-,0.295008348405241,001,2020-04-16T00:00:00,-11.1156613081073,3.19404638044818,27357889.72,-,4.63149244312192,2020/4/15 19:08:08,-,10047066.37,-,-0.229926877110174,498460.47,-,-,1592105.86,2308615.9,2,-,-,-,2019-12-31T00:00:00,54.8847729489963,-,-5540717.76,20.1561948733868,10000715,shzb,2090566.33,-,001,-,4.19404638044818,147050.0
鸿路钢构,871127240.95,-,002541,36.6113976888284,-,-,-,-,水泥建材,016004,-,56.8419969867354,001,2020-04-16T00:00:00,19.873594503721,15.4993992306265,10560299829.98,-,44.7451909092781,2020/4/15 19:14:33,-,-1321621585.25,-,1.0967843917488,23793881.03,-,-,368790861.33,1064661749.16,2,-,179957.8,0.00756319659550723,2019-12-31T00:00:00,443.824183901116,-,472869943.26,-55.5445992010997,80165581,zxb,392584742.36,-,001,-,16.4993992306265,1352491713.81
乔治白,154992490.0,-,002687,19.6419428045877,-,-,-,-,纺织服装,016010,-,8.05890265486735,001,2020-04-16T00:00:00,-10.2022794395464,38.5892805300325,1124460721.99,91500000.0,33.4156779435768,2020/4/15 16:51:33,-,-66596489.6,-,-0.91877088381929,7890894.07,-,-,304503924.9,263679574.93,2,-,488204.87,0.061869398533188,2019-12-31T00:00:00,142.501054001603,-,-80505106.33,-8.43966336504122,80198381,zxb,312394818.97,-,001,11.5956441929526,39.5892805300325,63591947.17
四通新材,605197255.04,-,300428,4.00852809848904,-,-,-,-,有色金属,016032,-,2.05688749462671,001,2020-04-16T00:00:00,-0.568487355674994,5.50952867989272,6357909785.91,475464000.0,4.46448396882218,2020/4/15 20:10:33,-,-689233384.99,-,-1.87995096583675,-150977426.17,-,-,831814459.5,674036298.79,2,-,6906858.53,0.0457476240336943,2019-12-31T00:00:00,42.1116583266628,-,-85828757.77,-4.56514197171388,80198708,cyb,680837033.33,-,001,3.14923900917896,4.50952867989272,310543579.86
纳尔股份,80621380.65,-,002825,0.974789199091843,-,-,-,-,塑胶制品,016018,-,0.595018094083451,001,2020-04-16T00:00:00,-0.11923702104416,1.53705981386838,1048792888.46,-,1.05746870513727,2020/4/15 20:15:05,-,12726505.25,-,2.88051266799632,82706477.18,-,-,127124802.42,87459511.33,2,-,8463760.37,0.102334915699283,2019-12-31T00:00:00,12.6809038931429,-,-9861673.96,0.15387555707762,80285226,zxb,209831279.6,-,001,-,2.53705981386838,49211850.42
凌志软件,136570310.03,-,688588,2.48173420161982,-,-,-,-,,,-,0.26679227785804,001,2020-04-16T00:00:00,-1.30837269071452,6.12140558767015,633463981.29,790000000.0,5.91983336135968,2020/4/15 19:15:24,-,-17534029.35,-,4.53384546998749,55030192.17,-,-,336862125.84,325769567.49,2,-,4552881.71,0.0827342506080149,2019-12-31T00:00:00,11.5112078717278,-,-72000000.6,-0.318625624563215,80373613,,391892318.01,-,001,14.3557557923752,7.12140558767015,14681630.32
合力科技,103653611.24,-,603917,1.28445941612593,-,-,-,-,汽车行业,016035,-,2.04557483578563,001,2020-04-16T00:00:00,-0.272471471556982,1.83626740531768,444328530.92,357000000.0,1.14652126925438,2020/4/15 17:12:28,-,-162640182.29,-,0.492730263338256,-80698237.67,-,-,148183543.5,92522245.88,2,-,2316854.79,0.028710103924132,2019-12-31T00:00:00,5.50604999252891,-,-21987967.57,-2.01541182293331,80329910,shzb,67485305.83,-,001,4.42388843062327,0.836267405317676,165074284.27
三钢闽光,2091812219.09,-,002110,2.64967313036648,-,-,-,-,钢铁行业,016033,-,2.02779757802902,001,2020-04-16T00:00:00,-4.21767245421205,7.31592988435411,47921360954.8,2100000000.0,2.38676743202998,2020/4/15 18:01:51,-,448413018.36,-,-1.51286272919795,-789460479.15,-,-,5775637511.93,1884258560.51,2,-,23388052.25,0.0296253617092797,2019-12-31T00:00:00,60.7014058593487,-,-3329685716.6,0.56799932384557,80008461,zxb,4986177032.78,-,001,2.66004449299481,6.31592988435411,1600866047.57
ST中基,142656995.36,-,000972,3.09046253229609,-,-,-,-,食品饮料,016012,-,0.0137017051736599,001,2020-04-16T00:00:00,-4.99185739016301,0.710488541553522,227973660.35,-,0.483413876431032,2020/4/15 20:29:01,-,133927244.69,-,1.51873088370814,46160402.81,-,-,32796437.27,22314579.26,2,-,-,-,2019-12-31T00:00:00,4.93872770756265,-,-230426147.9,2.90134480067809,10001223,,78956840.08,-,001,-,1.71048854155352,632476.23
招商港口,5501873415.94,-,001872,2.35034758852553,-,-,-,-,港口水运,016016,-,1.50180530639102,001,2020-04-16T00:00:00,-0.52702624109815,2.29541435660244,12294529982.73,7898674384.09,1.11969516419721,2020/4/15 21:32:09,-,-1936990661.6,-,1.99350554876321,2340876491.12,-,-,5373281504.75,2621068087.09,2,-,1804725809.65,0.7709615678128,2019-12-31T00:00:00,5.25210536710019,-,-1233703337.99,-0.827463844823885,10000611,szzb,7714157995.87,-,001,3.37423798908368,3.29541435660244,3515540735.97
四方科技,369100908.49,-,603339,1.22306794609917,-,-,-,-,机械行业,016043,-,0.692771731385063,001,2020-04-16T00:00:00,0.499386626555993,1.9841447970766,1342096969.07,-,0.526277246829146,2020/4/15 16:27:15,-,-208930749.53,-,2.10275464938052,301782831.99,-,-,598780835.94,158821437.96,2,-,-,-,2019-12-31T00:00:00,4.44722769754667,-,150706310.42,-0.692321521911237,80329954,shzb,900563667.93,-,001,-,2.9841447970766,209066615.02
中大力德,99470829.34,-,002896,2.36453491074567,-,-,-,-,机械行业,016043,-,3.81162558260381,001,2020-04-16T00:00:00,0.315386526229453,2.35602183284413,668875003.04,-,3.21881183145136,2020/4/15 20:30:32,-,-154409998.45,-,-2.0512111647887,-42067820.14,-,-,99112702.71,135408397.19,2,-,-,-,2019-12-31T00:00:00,15.8999206712877,-,13267623.66,-3.67050153623672,80509330,zxb,57044882.57,-,001,-,1.35602183284413,160346779.45
彩讯股份,217881409.43,-,300634,2.4621356823671,-,-,-,-,软件服务,016057,-,0.844052613042024,001,2020-04-16T00:00:00,-0.609494599299183,6.90080973348795,789300961.75,1666000000.0,3.37196308325664,2020/4/15 19:39:35,-,-252478940.65,-,-1.37871985542584,-88492852.36,-,-,610672336.91,298394631.29,2,-,12033644.0,0.135984361211973,2019-12-31T00:00:00,8.91937530207553,-,-53935915.59,-2.85309981446732,80445515,cyb,522179484.55,-,001,18.8263792562873,5.90080973348795,74692623.27
天安新材,77381141.6,-,603725,31.1421272678508,-,-,-,-,塑胶制品,016018,-,23.9598352894732,001,2020-04-16T00:00:00,-19.1851205899914,36.5387561014156,796591613.76,578000000.0,50.6945373526336,2020/4/15 21:00:33,-,-32286489.69,-,0.950568649410843,-2484773.79,-,-,90790543.48,125964457.71,2,-,3135829.95,1.26201828215517,2019-12-31T00:00:00,320.589188829137,-,-47670684.8,-12.9937340050581,80188713,shzb,88305769.69,-,001,232.616748585391,35.5387561014156,59534770.74
精功科技,-21197954.28,-,002006,-0.382131820477824,-,-,-,-,机械行业,016043,-,0.394189359903762,001,2020-04-16T00:00:00,-1.14965491769127,2.53238894283895,571488759.97,176514488.0,2.66973255261599,2020/4/15 19:47:35,-,29223023.84,-,0.336383650197401,-55472884.34,-,-,140478918.93,148097765.11,2,-,788580.24,0.014215598294235,2019-12-31T00:00:00,10.3021280895956,-,-63774674.28,0.526798348196365,10001386,zxb,85006034.59,-,001,3.18199585437313,1.53238894283895,21866820.77
珠海港,305400200.11,-,000507,1.40282007012314,-,-,-,-,港口水运,016016,-,2.54854085286695,001,2020-04-16T00:00:00,3.19321095082317,4.24344475650231,3680349901.37,10500000.0,1.36659613643982,2020/4/15 19:31:06,-,-783626958.13,-,-0.537173393138207,217704470.17,-,-,923816892.41,297514087.82,2,-,123809838.8,0.568706001779936,2019-12-31T00:00:00,16.9052564630212,-,695176298.19,-3.59949870353184,10000849,szzb,1141521362.58,-,001,0.0482305209066254,5.24344475650231,554828736.08
新天然气,1200219691.17,-,603393,3.2637118370181,-,-,-,-,公用事业,016006,-,0.905504317039791,001,2020-04-16T00:00:00,-1.41101331469637,5.52995264366176,2138048035.55,-,0.54878028777132,2020/4/15 17:14:32,-,-332003166.38,-,-0.652883754649369,367746832.78,-,-,2033622570.13,201812212.72,2,-,522521.78,0.00142087363757825,2019-12-31T00:00:00,5.81391284701848,-,-518895677.49,-0.90280360505135,80419745,shzb,2401369402.91,-,001,-,6.52995264366176,332996344.66
润欣科技,269677211.45,-,300493,13.3038615278177,-,-,-,-,电子信息,016014,-,0.0340311856897785,001,2020-04-16T00:00:00,-14.2060832443112,6.38745742664174,1551741612.23,-,2.59801124482833,2020/4/15 15:55:23,-,-3674953.13,-,-1.49989353136084,-20270596.69,-,-,129477573.37,52663238.14,2,-,-,-,2019-12-31T00:00:00,76.5513534683226,-,-287965783.99,-0.18129476828933,80329883,cyb,109206976.68,-,001,-,5.38745742664174,689832.44
国统股份,108249349.28,-,002205,3.26941670859929,-,-,-,-,水泥建材,016004,-,1.50378061447393,001,2020-04-16T00:00:00,12.6239664153011,9.28680349083371,510295708.0,-,2.36486480621051,2020/4/15 21:31:06,-,-559343697.63,-,-1.41546030632008,-33109682.53,-,-,307483115.3,78299922.96,2,-,-,-,2019-12-31T00:00:00,15.4122803061501,-,417975520.28,-16.8936593434017,80037959,zxb,274373432.77,-,001,-,8.28680349083371,49789698.74
金辰股份,-87034157.55,-,603396,-1.39866832713691,-,-,-,-,专用设备,016061,-,0.0862111279409815,001,2020-04-16T00:00:00,0.449196695366344,6.64349823396877,427022263.91,-,2.03914304818616,2020/4/15 18:30:24,-,-4170908.64,-,-5.8009419443817,-62226444.87,-,-,413401276.6,126888622.47,2,-,-,-,2019-12-31T00:00:00,6.86239210358411,-,27951913.4,-0.0670279115047249,80426005,shzb,351174831.73,-,001,-,5.64349823396877,5364612.0
渤海轮渡,566755794.11,-,603167,5.21941748395554,-,-,-,-,港口水运,016016,-,3.26077036832581,001,2020-04-16T00:00:00,-1.99451059421819,2.18154240680946,1682106490.83,21705303219.8,2.07149443830402,2020/4/15 17:13:03,-,-242500988.28,-,4.8352223824322,108586024.37,-,-,236885016.95,224935345.56,2,-,15928023.31,0.146685758157295,2019-12-31T00:00:00,15.4910035668893,-,-216575975.99,-2.23326150567676,80158478,shzb,345471041.32,-,001,199.890394235639,3.18154240680946,354074090.68
宝通科技,378539424.52,-,300031,1.43594361244672,-,-,-,-,软件服务,016057,-,0.456711872309596,001,2020-04-16T00:00:00,0.052857152440357,1.33567255905992,2309482845.42,16606803.17,0.680935881000503,2020/4/15 20:19:36,-,-135890667.91,-,2.01175602830314,263617193.07,-,-,352106250.88,179506405.61,2,-,136392.89,0.000517389963877594,2019-12-31T00:00:00,8.76074439047209,-,13934054.16,-0.515484845003702,80133654,cyb,615723443.95,-,001,0.062995903175368,2.33567255905992,120397101.82
昊华科技,847358170.02,-,600378,5.43329412945432,-,-,-,-,化工行业,016041,-,2.05944686442666,001,2020-04-16T00:00:00,0.691870667537258,9.73017974781892,4083743555.72,660510929.16,7.00359676435558,2020/4/15 19:09:09,-,-799340037.14,-,4.11503762720716,155956616.71,-,-,1517485913.45,1092257256.17,2,-,9926955.26,0.0636520300928244,2019-12-31T00:00:00,26.1851253372192,-,107901808.51,-5.12539996059523,10000302,shzb,1673442530.16,-,001,4.23522222457682,10.7301797478189,321184365.27
华兴源创,-107272730.35,-,688001,-2.28096162339858,-,-,-,-,专用设备,016061,-,2.01412503404443,001,2020-04-16T00:00:00,15.9083400642722,7.90286923977406,1087475863.8,1038000000.0,6.23327919908775,2020/4/15 20:59:34,-,-690076548.92,-,-24.0044115423177,-47029607.71,-,-,371668840.13,293148675.48,2,-,3082140.26,0.0655361677478895,2019-12-31T00:00:00,23.1232178355757,-,748162992.54,-14.673236340291,80991263,,324639232.42,-,001,22.0712026007244,6.90286923977406,94723510.23
凯普生物,112831785.25,-,300639,0.559257398307625,-,-,-,-,医药制造,016024,-,0.974268809972047,001,2020-04-16T00:00:00,-0.216721114410052,0.27548499559975,687304896.51,405000000.0,0.773887140140285,2020/4/15 21:04:35,-,131882099.37,-,2.56660612936847,201752870.13,-,-,55579888.54,156133951.68,2,-,11153516.21,0.0552830609190997,2019-12-31T00:00:00,3.40666725616906,-,-43724106.85,0.653681403813593,80439298,cyb,257332758.67,-,001,2.00740638653139,1.27548499559975,196561528.69
美迪西,58299144.52,-,688202,0.124109411591603,-,-,-,-,医药制造,016024,-,0.207305437171508,001,2020-04-16T00:00:00,1.23309503207067,0.354565091163243,407329826.64,70888708.33,0.390785826184406,2020/4/15 21:13:08,-,-168155613.54,-,47.2780674149447,469739915.55,-,-,166553375.98,183567700.99,2,-,112733.34,0.000239990974299054,2019-12-31T00:00:00,0.867139055370829,-,579233956.23,-0.357975994744056,80279560,,636293291.53,-,001,0.150910548546847,1.35456509116324,97379638.55
京沪高铁,16722820391.15,-,601816,29.0436216672099,-,-,-,-,交运物流,016003,-,0.861758187247494,001,2020-04-16T00:00:00,-29.7829368463993,17.0925690279208,28833646633.14,-,0.0624791310857284,2020/4/15 20:16:57,-,-150097859.25,-,-1.93058464017931,-575782889.02,-,-,9841608775.67,35974414.6,2,-,-,-,2019-12-31T00:00:00,50.0772898656571,-,-17148505420.92,-0.26068482081062,80116303,shzb,9265825886.65,-,001,-,16.0925690279208,496185618.69
欣锐科技,-49358437.64,-,300745,-36.241377386866,-,-,-,-,汽车行业,016035,-,71.6225375724879,001,2020-04-16T00:00:00,-26.4032125429562,79.8680782899913,773268637.7,487500000.0,97.6750862153195,2020/4/15 21:27:12,-,85649610.32,-,1.21173612875878,1361936.03,-,-,108775213.47,133027219.15,2,-,11179924.8,8.208847224638,2019-12-31T00:00:00,567.77162852502,-,-35959486.47,62.8881301568914,80635536,cyb,110137149.5,-,001,357.946327332276,80.8680782899913,97545314.48
奥福环保,19959482.92,-,688021,0.0477018969350144,-,-,-,-,材料行业,016040,-,0.101858834689565,001,2020-04-16T00:00:00,1.05946320781612,0.0509575769031485,200882013.07,-,0.0958184211348826,2020/4/15 21:00:33,-,-44563600.23,-,31.9411549872168,418421157.28,-,-,21321728.3,40092454.66,2,-,56000.0,0.000133836444514506,2019-12-31T00:00:00,0.480095257075094,-,443301821.51,-0.106504175170518,81002870,,439742885.58,-,001,-,1.05095757690315,42619891.49
南华期货,349671860.91,-,603093,0.501656810046076,-,-,-,-,多元金融,016058,-,0.102146585024359,001,2020-04-16T00:00:00,0.815306853448499,1.95285574416685,9940998902.28,808502738.87,0.343454467226956,2020/4/15 17:03:27,-,-257524211.6,-,1.11401320278684,697034015.9,-,0.437240662920135,1361206881.83,239399446.57,2,304771615.19,20011964.36,0.0287101689494462,2019-12-31T00:00:00,14.2618562014428,-,568296610.25,-0.369457165253963,80080089,shzb,2058240897.73,-,001,1.15991862725103,2.95285574416685,71199644.37
金达威,918380174.29,-,002626,5.33559851171923,-,-,-,-,食品饮料,016012,-,1.0209664024589,001,2020-04-16T00:00:00,-2.7427863976727,1.29792776590928,3241579531.96,-,1.91375944802185,2020/4/15 19:26:00,-,-279144328.95,-,3.97275989937369,172123178.36,-,-,223403452.35,329402358.81,2,-,9243854.25,0.0537048777397443,2019-12-31T00:00:00,18.8329053811693,-,-472097112.33,-1.62177070868493,80018831,zxb,395526630.71,-,001,-,2.29792776590928,175731982.19
中新集团,-1683726561.04,-,601512,-0.730840900150956,-,-,-,-,房地产,016017,-,0.348865168303725,001,2020-04-16T00:00:00,1.03796125958617,1.38874129441262,3838326009.27,568864611.38,0.1523240064261,2020/4/15 20:27:12,-,1596254101.22,-,22.5561616042023,2303820928.32,-,-,3199411258.09,350927233.89,2,-,187786109.64,0.0815107230477926,2019-12-31T00:00:00,1.66606959859028,-,2391276872.62,0.692872471813174,80028187,shzb,5503232186.41,-,001,0.246922234444163,2.38874129441262,803722875.9
宝兰德,18304802.13,-,688058,0.037823485941115,-,-,-,-,软件服务,016057,-,0.00324896048664301,001,2020-04-16T00:00:00,1.47750688576339,0.108437429846942,118526868.65,750000000.0,0.122734443715636,2020/4/15 21:13:08,-,-249395851.57,-,26.9278442858051,483953334.14,-,-,52478655.72,59397743.25,2,-,1979794.52,0.00409087897600325,2019-12-31T00:00:00,0.244913838357217,-,715044383.58,-0.515330371704504,80500044,,536431989.86,-,001,1.54973619787696,1.10843742984694,1572345.26
清溢光电,102685252.56,-,688138,0.440757018161449,-,-,-,-,专用设备,016061,-,1.59504922268206,001,2020-04-16T00:00:00,2.15779782553014,0.354487460639893,492868346.2,-,0.283566859835173,2020/4/15 18:18:34,-,-371013250.68,-,5.99632513317213,232974741.93,-,-,82586624.66,66063915.99,2,-,-,-,2019-12-31T00:00:00,2.11554412344016,-,502712391.54,-1.59250418138235,80467497,,315561366.59,-,001,-,1.35448746063989,371606181.02
金能科技,487252376.34,-,603113,0.724220463662185,-,-,-,-,煤炭采选,016011,-,2.02704397697397,001,2020-04-16T00:00:00,1.61681604784022,1.82370299753723,6063471926.08,3619950000.0,0.350527729105283,2020/4/15 18:30:24,-,-2250584038.09,-,-1.6906620336662,-672795648.27,-,-,1226979440.48,235833530.74,2,-,56674604.73,0.0842374722186905,2019-12-31T00:00:00,9.01235306986805,-,1087786801.04,-3.34512276331909,80204276,shzb,554183792.21,-,001,5.38045989047075,0.823702997537226,1363786366.56
亿嘉和,7797614.93,-,603666,2.62077051097029,-,-,-,-,专用设备,016061,-,30.4446117567629,001,2020-04-16T00:00:00,-8.50643138527333,80.840845955783,603646841.94,1519400000.0,40.9384654708197,2020/4/15 20:50:41,-,20290332.84,-,-0.928702956540483,2975313.9,-,-,240526892.66,121804785.36,2,-,18408109.38,6.18694699070239,2019-12-31T00:00:00,202.885094557586,-,-25309303.54,6.8195603966358,80631821,shzb,243502206.56,-,001,510.668807079482,81.840845955783,90582276.54
星网宇达,26391698.53,-,002829,0.35428266845783,-,-,-,-,电子信息,016014,-,0.109266563031708,001,2020-04-16T00:00:00,-0.776114757206512,2.10028532217245,382775321.07,11353800.0,1.47314912458409,2020/4/15 20:11:36,-,-43069904.34,-,-0.212667092614817,-74493337.89,-,-,156457264.17,109739795.5,2,-,-,-,2019-12-31T00:00:00,5.1383832690545,-,-57815378.85,-0.578171223896543,80373089,zxb,81963926.28,-,001,0.152413629481411,1.10028532217245,8139631.0
青岛中程,-848572348.39,-,300208,-3.14656392574137,-,-,-,-,输配电气,016020,-,0.247281830048137,001,2020-04-16T00:00:00,4.38846971296407,0.647553648789824,521960206.45,2937000.0,0.197173741298798,2020/4/15 20:45:06,-,-69640120.17,-,6.1594277762447,269682221.12,-,-,174633706.3,53174252.5,2,-,-,-,2019-12-31T00:00:00,1.93546391112577,-,1183492259.51,-0.258230297424806,80161023,cyb,444315927.42,-,001,0.010890595560221,1.64755364878982,66687513.17
长白山,123503823.29,-,603099,2.03051279789728,-,-,-,-,旅游酒店,016038,-,1.12335962355915,001,2020-04-16T00:00:00,0.126415227286555,2.79186965686451,465708979.25,16427000.0,3.06201788769544,2020/4/15 21:26:14,-,-70368940.56,-,0.0291128216307547,60823957.09,-,-,169812560.21,186244044.61,2,-,141736.98,0.00233028212535193,2019-12-31T00:00:00,7.65667019264958,-,7689074.36,-1.15692802518383,80198705,shzb,230636517.3,-,001,0.270074503302922,3.79186965686451,68327177.54
赛升药业,172523039.5,-,300485,0.79860903445361,-,-,-,-,医药制造,016024,-,0.515755997555774,001,2020-04-16T00:00:00,-0.0374945242623753,2.65282959186009,1375673689.91,130000000.0,0.296030741378235,2020/4/15 17:44:02,-,51606291.71,-,1.2395725819059,216029411.21,-,-,573089214.77,63951346.76,2,-,29204019.12,0.135185384973396,2019-12-31T00:00:00,6.3679925904752,-,-8099920.0,0.238885489808765,80329881,cyb,789118625.98,-,001,0.601769913049609,3.65282959186009,111418464.48
志邦家居,344382382.47,-,603801,2.24693347010434,-,-,-,-,木业家具,016030,-,2.17853019687111,001,2020-04-16T00:00:00,-1.62912551877049,2.72256916782797,3086339081.55,2662000000.0,2.77904618441974,2020/4/15 20:16:56,-,-248061686.28,-,0.263325132805316,-153267725.57,-,-,417281984.06,425938087.94,2,-,17939746.77,0.117048430798346,2019-12-31T00:00:00,20.1369144747987,-,-249692362.93,-1.61848611870153,80490044,shzb,264014258.49,-,001,17.3683010568603,1.72256916782797,333898368.36
上海电气,10505138000.0,-,601727,0.992049167973957,-,-,-,-,输配电气,016020,-,0.646446442514032,001,2020-04-16T00:00:00,1.159960420544,3.00700214140042,123990760000.0,18066047000.0,0.900308348061993,2020/4/15 20:50:42,-,-12276061000.0,-,0.129760965267207,10589332000.0,-,-,31842144000.0,9533664000.0,2,-,1252921000.0,0.118319172540817,2019-12-31T00:00:00,11.7090256495877,-,12283206000.0,-1.15928568487606,80050642,shzb,42431476000.0,-,001,1.70606106220865,4.00700214140042,6845436000.0
迪贝电气,67762830.82,-,603320,0.231569920733299,-,-,-,-,机械行业,016043,-,0.27425978835271,001,2020-04-16T00:00:00,0.734009649421065,0.281887461345032,337431515.81,-,0.212288298231895,2020/4/15 17:13:03,-,9906806.22,-,5.86129028669652,292623630.07,-,-,82486932.21,62120572.45,2,-,1854198.67,0.00633646253912047,2019-12-31T00:00:00,1.15312463224273,-,214788568.12,0.0338551135382681,80198799,shzb,375110562.28,-,001,-,1.28188746134503,80254894.85
