sname,netoperatecashflow,nideposit,scode,netoperatecashflow_zb,indemnitypay_zb,niloanadvances_zb,indemnitypay,agentuwsecurityrec,publishname,hycode,premiumrec_zb,buyfilassetpay_zb,reporttimetypecode,noticedate,netfinacashflow_zb,cashequibeginning_zb,salegoodsservicerec,invpay,employeepay_zb,eutime,nideposit_zb,netinvcashflow,niloanadvances,nicashequi_tb,nicashequi,niclientdeposit_zb,intandcommrec_zb,cashequibeginning,employeepay,dataajusttype,intandcommrec,invincomerec,invincomerec_zb,reportdate,salegoodsservicerec_zb,premiumrec,netfinacashflow,netinvcashflow_zb,companycode,mkt,cashequiending,niclientdeposit,combinetypecode,invpay_zb,cashequiending_zb,buyfilassetpay
天沃科技,208064966.97,-,002564,0.208089668095903,-,-,-,-,机械行业,016043,-,0.365308850819502,001,2020-04-14T00:00:00,1.66376288419871,0.910112514534352,10659788392.95,-,0.452075208354031,2020/4/13 20:28:27,-,-870729914.17,-,1.11381489165008,999881295.76,-,-,910004480.32,452021545.11,2,-,22500000.0,0.0225026711624783,2019-12-31T00:00:00,10.6610539052514,-,1663565388.49,-0.870833285773354,80169983,zxb,1909885776.08,-,001,-,1.91011251453435,365265487.11
盘江股份,1742099180.64,-,600395,2.84166811994532,-,-,-,-,煤炭采选,016011,-,1.16531286402177,001,2020-04-14T00:00:00,-1.03387832305331,2.00487733030683,6040965281.43,-,3.93325077058931,2020/4/13 20:05:33,-,-495219668.13,-,0.300660227009686,613055116.61,-,-,1229100305.52,2411299509.82,2,-,49164698.89,0.0801962132897041,2019-12-31T00:00:00,9.85386977085293,-,-633824395.9,-0.807789796892011,10000315,shzb,1842155422.13,-,001,-,3.00487733030683,714401013.74
飞力达,57503531.79,-,300240,1.42546153143485,-,-,-,-,交运物流,016003,-,3.66480040360721,001,2020-04-14T00:00:00,0.262183170672563,11.1804757271483,3358166784.56,5010000.0,11.143623650128,2020/4/13 15:47:43,-,-113588935.34,-,0.21339148473895,-40340290.16,-,-,451023634.96,449537011.48,2,-,5550524.34,0.13759257352848,2019-12-31T00:00:00,83.2459749605331,-,10576545.18,-2.81576892207461,80173989,cyb,410683344.8,-,001,0.124193454735428,10.1804757271483,147839111.66
凤凰光学,74725546.47,-,600071,0.47820543583611,-,-,-,-,仪器仪表,016021,-,0.736312434979683,001,2020-04-14T00:00:00,1.88984141675836,0.808698314693683,1086728794.91,-,1.82325354993395,2020/4/13 18:26:52,-,-214529159.55,-,6.37870895612357,156262436.33,-,-,126369168.91,284906041.76,2,-,31600.0,0.000202223904491455,2019-12-31T00:00:00,6.95451076044285,-,295311224.06,-1.37287735036302,10000044,shzb,282631605.24,-,001,-,1.80869831469368,115057974.99
王子新材,75417051.7,-,002735,5.11749098680932,-,-,-,-,包装材料,016053,-,4.5379571880933,001,2020-04-14T00:00:00,-1.681117360998,7.66608325328018,1275381776.94,-,11.387584986098,2020/4/13 17:07:50,-,-65630136.06,-,0.291797354254994,-14737114.71,-,-,112975948.28,167820146.21,2,-,-,-,2019-12-31T00:00:00,86.5421625628372,-,-24774819.39,-4.45339113873261,80198749,zxb,98238833.57,-,001,-,6.66608325328018,66876395.63
昭衍新药,148092126.18,-,603127,5.23938256675195,-,-,-,-,医疗行业,016047,-,4.48523787724572,001,2020-04-13T00:00:00,-0.545098130813157,5.26062677070629,607528211.29,1209400000.0,6.61368261440439,2020/4/12 14:03:19,-,-102091138.55,-,1.26684229899649,28265186.65,-,-,148692597.57,186936973.54,2,-,3498119.09,0.123760693085676,2019-12-31T00:00:00,21.4938687231347,-,-15407300.41,-3.61190392316054,80340180,shzb,176957784.22,-,001,42.7876176787957,6.26062677070629,126776085.77
*ST南糖,551456229.5,-,000911,18.2950608682605,-,-,-,-,食品饮料,016012,-,10.3838698230072,001,2020-04-13T00:00:00,-24.8495711772599,23.2699649619786,4008645104.16,-,11.8094003867591,2020/4/12 16:04:57,-,168150339.38,-,0.951317512406951,-30142355.55,-,-,701411557.52,355963145.29,2,-,950000.0,0.0315171121389018,2019-12-31T00:00:00,132.990439234601,-,-749024609.69,5.57854010782512,10001175,,671269201.97,-,001,-,22.2699649619786,312994296.19
海利得,724641940.83,-,002206,2.25794945010861,-,-,-,-,化纤行业,016026,-,1.54196690880519,001,2020-04-13T00:00:00,0.24595645420866,1.17578834335258,3988728119.66,269520.0,0.990038914760888,2020/4/12 16:07:19,-,-493160437.18,-,3.00047322549324,320929213.36,-,-,377344828.11,317732410.11,2,-,55297.41,0.00017230407110982,2019-12-31T00:00:00,12.4286850607946,-,78934611.37,-1.53666421332233,80055149,zxb,698274041.47,-,001,0.000839811362693454,2.17578834335258,494862227.07
每日互动,-10826270.66,-,300766,-0.0738956969726037,-,-,-,-,电子信息,016014,-,1.06733549684013,001,2020-04-13T00:00:00,3.12378396280347,6.65478418284292,511843783.32,3355700000.0,1.31657431882813,2020/4/12 16:05:27,-,-300411648.73,-,-0.178664116327263,146507457.18,-,-,974975508.71,192887955.64,2,-,-,-,2019-12-31T00:00:00,3.49363638665263,-,457657645.17,-2.0504870844964,80673864,cyb,1121482965.89,-,001,22.9046361502075,7.65478418284292,156372609.6
华银电力,1295687519.19,-,600744,3.22412122646462,-,-,-,-,电力行业,016007,-,1.95570285194228,001,2020-04-11T00:00:00,-0.391688288323243,0.631683996804111,10227508680.73,116890000.0,2.42066245027839,2020/4/10 19:57:03,-,-736405463.98,-,24.2286154134022,401873077.4,-,-,253856791.74,972799068.24,2,-,3154689.09,0.00784996375076904,2019-12-31T00:00:00,25.4495990298702,-,-157408977.81,-1.83243293814138,10000551,shzb,655729869.14,-,001,0.290862977824351,1.63168399680411,785944323.59
大东方,-207671162.03,-,600327,-0.995054569376305,-,-,-,-,商业百货,016036,-,1.02111777292523,001,2020-04-11T00:00:00,1.67897886513463,3.07964612511036,10536154411.12,426526033.01,2.40702148564269,2020/4/10 18:08:33,-,-351440540.08,-,-1.00202228700247,-208703289.67,-,-,642732277.33,502353302.36,2,-,52041037.2,0.249354177800872,2019-12-31T00:00:00,50.4838923611587,-,350408412.44,-1.68392429575832,10000266,shzb,434028987.66,-,001,2.04369578306322,2.07964612511036,213110638.35
迪安诊断,483185627.75,-,300244,1.1137451899824,-,-,-,-,医药制造,016024,-,0.948502231307282,001,2020-04-11T00:00:00,-1.5588457386245,3.79929306217416,8789898030.72,4655390.38,2.73278076348436,2020/4/10 22:49:37,-,-241309248.86,-,-1.48113444272436,-433838576.45,-,-,1648279893.61,1185585716.18,2,-,1394782.82,0.00321498109138469,2019-12-31T00:00:00,20.2607571291739,-,-676287416.15,-0.556218976271261,80176444,cyb,1214441317.16,-,001,0.0107306971595149,2.79929306217416,411496857.79
华域汽车,9656347352.17,-,600741,4.06195190052555,-,-,-,-,汽车行业,016035,-,2.40036350689539,001,2020-04-11T00:00:00,-2.37060141981905,12.5280985434893,146294871904.26,589884689.27,6.69171009892847,2020/4/10 17:00:41,-,-1638036519.88,-,1.9749656524817,2377267773.88,-,-,29782644935.43,15907986770.33,2,-,2972284020.26,1.25029416244888,2019-12-31T00:00:00,61.5390800782565,-,-5635554360.05,-0.689041654405855,10000548,shzb,32159912709.31,-,001,0.248135567962222,13.5280985434893,5706306810.54
锦州港,682201728.03,-,600190,17.0189333469967,-,-,-,-,港口水运,016016,-,7.7861179865565,001,2020-04-11T00:00:00,-11.1656529747135,8.99298168807525,7023508251.68,751340000.0,7.05594318053048,2020/4/10 16:16:03,-,-194591363.01,-,1.24541266889687,40084869.84,-,-,360482500.44,282836563.99,2,-,31490266.86,0.785589849379439,2019-12-31T00:00:00,175.215942566723,-,-447573746.17,-4.85448409304352,10000151,shzb,400567370.28,-,001,18.7437305646494,9.99298168807525,312105526.05
莱宝高科,616166411.42,-,002106,1.39124180970675,-,-,-,-,电子元件,016022,-,0.259443351397083,001,2020-04-11T00:00:00,-0.161237764199152,3.32273713456841,4735160259.75,-,0.87447545168608,2020/4/10 20:54:31,-,-111789668.38,-,162.590119832249,442889515.77,-,-,1471605440.56,387296009.35,2,-,2910071.89,0.00657064975886955,2019-12-31T00:00:00,10.6915158095751,-,-71410515.31,-0.252409832248218,80014763,zxb,1914494956.33,-,001,-,4.32273713456841,114904740.27
博通股份,101913743.86,-,600455,1.24523359855127,-,-,-,-,软件服务,016057,-,0.0642186483285973,001,2020-04-11T00:00:00,-0.1857932775433,2.34917122400452,198446877.48,-,0.759502187111434,2020/4/10 16:29:03,-,-4864778.51,-,0.442323272774665,81843072.64,-,-,192263391.13,62159992.67,2,-,-,-,2019-12-31T00:00:00,2.42472418347367,-,-15205892.71,-0.0594403210079675,10001340,shzb,274106463.77,-,001,-,3.34917122400452,5255851.5
粤桂股份,109520182.17,-,000833,1.24637807418803,-,-,-,-,综合行业,016042,-,2.33519672512584,001,2020-04-11T00:00:00,-0.852898745931132,13.7996106411505,4058499817.52,886240000.0,4.12659267423828,2020/4/10 20:25:33,-,-122728969.06,-,-1.22567003903839,-87870754.82,-,-,1212582203.26,362606813.12,2,-,1816509.91,0.0206725196991997,2019-12-31T00:00:00,46.1871509563527,-,-74944856.59,-1.39669870039703,10001125,szzb,1124711448.44,-,001,10.0857219425898,12.7996106411505,205195498.89
长盈精密,823203491.41,-,300115,1.38698084367032,-,-,-,-,电子元件,016022,-,1.32936955259688,001,2020-04-11T00:00:00,-1.09688764435004,2.09429945856199,-,9000000.0,4.39543478160671,2020/4/10 20:14:35,-,-787228338.64,-,-12.3974246834095,-593521889.77,-,-,1243012572.39,2608786757.94,2,-,-,-,2019-12-31T00:00:00,-,-,-651026827.54,-1.32636782603766,80122351,cyb,649490682.62,-,001,0.0151637204206363,1.09429945856199,789009929.06
健康元,2312447687.11,-,600380,1.46347105263974,-,-,-,-,医药制造,016024,-,0.445030778501648,001,2020-04-11T00:00:00,-1.3037157251859,5.92375446772848,12497692335.45,159820301.78,0.821795367932381,2020/4/10 20:04:14,-,1310459676.73,-,3.01415056800692,1580111668.72,-,-,9360193557.09,1298528450.17,2,-,44784241.23,0.0283424533319714,2019-12-31T00:00:00,7.90937285184027,-,-2060016430.06,0.829346243478832,10000304,shzb,10940305225.81,-,001,0.101144941173345,6.92375446772848,703198326.05
杭萧钢构,141904177.36,-,600477,3.77424309721738,-,-,-,-,水泥建材,016004,-,2.99322924231554,001,2020-04-11T00:00:00,-5.02470334609744,16.433277223454,6397850600.43,153199000.0,15.6749704624036,2020/4/10 19:44:30,-,10731802.28,-,-1.16691282813179,-37598049.12,-,-,617859164.25,589348309.4,2,-,-,-,2019-12-31T00:00:00,170.164430074823,-,-188919043.22,0.285435083233914,10001315,shzb,580261115.13,-,001,4.07465290316106,15.433277223454,112539580.08
万集科技,470811190.75,-,300552,1.51799775148981,-,-,-,-,软件服务,016057,-,0.0676650805526231,001,2020-04-11T00:00:00,-0.291081398653048,0.65450170653839,3136774698.51,49434621.47,0.693393512143053,2020/4/10 21:03:33,-,-70378732.89,-,17.2209405015112,310152758.98,-,-,202995510.04,215057910.85,2,-,-,-,2019-12-31T00:00:00,10.1136443500484,-,-90279698.88,-0.226916352836759,80153267,cyb,513148269.02,-,001,0.159387979112537,1.65450170653839,20986511.42
*ST罗普,20609102.87,-,002333,0.15554543873804,-,-,-,-,水泥建材,016004,-,0.170673979548839,001,2020-04-11T00:00:00,-0.662064620904907,0.640643637349139,789598917.49,6400000.0,0.843160238872694,2020/4/10 18:53:39,-,199607343.01,-,13.8717520907577,132495706.96,-,-,84882531.64,111715111.93,2,-,11167503.65,0.0842857772997236,2019-12-31T00:00:00,5.95943020046964,-,-87720720.0,1.50651932496395,80135507,,217378238.6,-,001,0.0483034518388746,1.64064363734914,22613569.58
森远股份,-44373243.08,-,300210,-1.65008880835819,-,-,-,-,机械行业,016043,-,0.0359791242184501,001,2020-04-11T00:00:00,0.862168434532858,1.745719339974,424665693.25,-,1.56699267097025,2020/4/10 18:04:32,-,-5703123.83,-,0.863130003657146,-26891427.21,-,-,46944884.56,42138669.35,2,-,823416.15,0.0306200241277562,2019-12-31T00:00:00,15.7918614707099,-,23184939.7,-0.212079626174664,80172265,cyb,20053457.35,-,001,-,0.745719339973998,967530.0
宝德股份,509611715.67,-,300023,3.24254119187858,-,-,-,-,多元金融,016058,-,0.0992833567151383,001,2020-04-11T00:00:00,-3.92960329857914,0.766347912597863,128964458.71,20000000.0,0.116503898690423,2020/4/10 19:10:09,-,265058606.89,-,2.14384573646512,157164299.7,-,-,120442533.01,18310253.65,2,-,2970.18,1.88985666952964e-05,2019-12-31T00:00:00,0.820570949994186,-,-617593350.52,1.68650646104715,80133637,cyb,277606832.71,-,001,0.127255362942962,1.76634791259786,15603799.23
长虹华意,782449500.7,-,000404,2.55840554684681,-,-,-,-,机械行业,016043,-,0.47905543143025,001,2020-04-11T00:00:00,-1.14639173078663,7.7770354052855,8721662029.03,6342863000.0,2.59596771981441,2020/4/10 17:56:40,-,-135433490.58,-,-0.52094738732957,305834820.31,-,-,2378488225.72,793937321.12,2,-,30202646.62,0.0987547676532908,2019-12-31T00:00:00,28.517557353965,-,-350606508.99,-0.442832148552353,10000677,szzb,2684323046.03,-,001,20.7395057030156,8.7770354052855,146511831.79
南山铝业,3792042387.77,-,600219,1.39240522856783,-,-,-,-,有色金属,016032,-,0.985752984869649,001,2020-04-11T00:00:00,-0.234609632243995,1.71523692472245,15531205864.17,-,0.530306308876691,2020/4/10 17:54:41,-,-456565849.81,-,5.69333300940103,2723375573.41,-,-,4671234343.4,1444223248.02,2,-,-,-,2019-12-31T00:00:00,5.7029247143915,-,-638930141.74,-0.167647038575118,10000177,shzb,7394609916.81,-,001,-,2.71523692472245,2684575600.41
大连热电,216300426.72,-,600719,2.02434503344117,-,-,-,-,电力行业,016007,-,2.70159238905795,001,2020-04-11T00:00:00,1.67724735561678,0.644722497424768,784325373.41,-,0.999086291818541,2020/4/10 15:37:00,-,-288664025.61,-,864.597887430684,106849585.0,-,-,68888331.29,106751955.66,2,-,-,-,2019-12-31T00:00:00,7.34046251475848,-,179213183.89,-2.70159238905795,10000526,shzb,175737916.29,-,001,-,1.64472249742477,288664025.61
苏常柴A,-20542857.52,-,000570,-0.144165567892453,-,-,-,-,机械行业,016043,-,0.275089254000731,001,2020-04-11T00:00:00,-0.312327391299334,4.82178422998838,2172685126.88,58980496.31,2.01045371299519,2020/4/10 15:51:01,-,-78162375.91,-,-1.39383250399229,-142494895.42,-,-,687079639.59,286479391.58,2,-,8488216.45,0.0595685650702167,2019-12-31T00:00:00,15.2474593596919,-,-44505058.96,-0.548527550265,10000912,szzb,544584744.17,-,001,0.413913046752703,3.82178422998838,39198814.48
江苏银行,-57957767000.0,76532953000.0,600919,-15.8868794702415,-,42.5001355480431,-,-,银行,016029,-,0.192386942104676,001,2020-04-11T00:00:00,3.47993381856518,-,-,-,-,2020/4/10 19:25:01,20.9785480488346,48783653000.0,155046997000.0,1.25254477687933,3648153000.0,-,-,-,-,2,-,24168542000.0,6.62487072225315,2019-12-31T00:00:00,-,-,12695331000.0,13.3721510583575,80088265,shzb,-,-,001,-,-,701857000.0
水星家纺,235400111.77,-,603365,3.05008736790366,-,-,-,-,纺织服装,016010,-,1.22513563670863,001,2020-04-11T00:00:00,-2.86651220349165,8.14294063082403,3410759712.64,1175000000.0,5.02807627502441,2020/4/10 18:36:22,-,62989049.8,-,1.12136458438738,77178153.73,-,-,628457123.82,388057643.72,2,-,16931165.15,0.219377690858374,2019-12-31T00:00:00,44.1933312446447,-,-221232119.51,0.816151290951593,80305672,shzb,705635277.55,-,001,15.2245155294932,9.14294063082403,94553706.51
华信新材,69769736.79,-,300717,1.93040898093903,-,-,-,-,塑胶制品,016018,-,2.08280044363461,001,2020-04-11T00:00:00,-0.169993944718297,2.79599164371745,259963120.83,146700000.0,0.907859323737792,2020/4/10 17:37:06,-,-27525432.64,-,0.713578110445662,36142463.84,-,-,101054026.88,32812272.78,2,-,2072399.08,0.0573397289452749,2019-12-31T00:00:00,7.19273378762548,-,-6144000.0,-0.761581522550677,80509316,cyb,137196490.72,-,001,4.05893744957261,3.79599164371745,75277539.72
东方中科,-24351898.73,-,002819,-1.63837748101393,-,-,-,-,仪器仪表,016021,-,2.40962443112695,001,2020-04-11T00:00:00,2.19604837101687,13.0328682710575,1171615850.28,111000000.0,5.36806840532696,2020/4/10 21:34:02,-,6272938.43,-,-0.595627072920944,14863423.73,-,-,193713043.53,79787875.32,2,-,1476830.5,0.0993600483190961,2019-12-31T00:00:00,78.8254356171813,-,32640797.47,0.422038592450193,80189711,zxb,208576467.26,-,001,7.46799674263206,14.0328682710575,35815268.95
湘油泵,180560308.25,-,603319,5.05171746660434,-,-,-,-,汽车行业,016035,-,5.36320589873471,001,2020-04-11T00:00:00,4.53838216474967,2.8304004954426,622242371.8,97600000.0,4.48291408187168,2020/4/10 20:34:02,-,-308687403.84,-,-0.294560962838564,35742360.78,-,-,101165195.66,160229932.46,2,-,273255.69,0.00764514945394718,2019-12-31T00:00:00,17.4091010840051,-,162212492.69,-8.63645817186002,80373093,shzb,136907556.44,-,001,2.7306534283156,3.8304004954426,191693640.17
海伦哲,166163262.18,-,300201,0.983412526679021,-,-,-,-,汽车行业,016035,-,0.667040687853284,001,2020-04-11T00:00:00,0.476518554330663,1.06369103090428,2072532216.84,-,0.973102513498101,2020/4/10 20:21:36,-,-76132923.59,-,3.34144142592132,168965980.88,-,-,179727598.39,164421220.69,2,-,-,-,2019-12-31T00:00:00,12.2659733399939,-,80515424.94,-0.450581372614111,80171553,cyb,348693579.27,-,001,-,2.06369103090428,112707184.11
金龙羽,211207810.36,-,002882,8.29999269694459,-,-,-,-,输配电气,016020,-,4.17820700358114,001,2020-04-11T00:00:00,-6.43813491468766,18.514962670947,4153168012.87,15000000.0,5.44733614360405,2020/4/10 17:29:04,-,-72920067.72,-,-1.08028533629381,-25446746.53,-,-,471145562.1,138616982.11,2,-,401706.85,0.0157861772044774,2019-12-31T00:00:00,163.210177300021,-,-163829587.3,-2.8655949252307,80322115,zxb,445698815.57,-,001,0.589466318702708,17.514962670947,106321774.57
海宁皮城,935960981.17,-,002344,24.6267115938989,-,-,-,-,商业百货,016036,-,12.7163043432018,001,2020-04-11T00:00:00,-10.9614474551742,11.2610614829194,1299035855.24,1650698549.67,3.62275532772171,2020/4/10 21:22:06,-,-556933004.03,-,0.929993828348459,-38005926.11,-,0.0866810841673764,427987070.64,137686171.3,2,3294394.88,4397013.15,0.115692830041131,2019-12-31T00:00:00,34.1798237327573,-,-416599962.04,-14.6538464137955,80122583,zxb,389981144.53,-,001,43.4326621825346,10.2610614829194,483294923.26
吉祥航空,2736747856.15,-,603885,32.5483261271648,-,-,-,-,民航机场,016001,-,44.7049022970931,001,2020-04-11T00:00:00,79.6054884352185,16.5475746289868,19461514128.11,7514338398.3,37.1962169245775,2020/4/10 21:00:02,-,-9534282276.6,-,0.842920935645313,-84082599.07,-,-,1391363083.11,3127554594.59,2,-,120869.47,0.00143750872757126,2019-12-31T00:00:00,231.457095087035,-,6693436367.87,-113.391859695757,80199637,shzb,1307280484.04,-,001,89.3685314370956,15.5475746289868,3758904376.31
ST慧球,-137462057.96,-,600556,-0.281796217503328,-,-,-,-,房地产,016017,-,0.0129079219779065,001,2020-04-11T00:00:00,1.72303789416098,1.0970686371512,1798531187.24,17570000.0,0.329555610091494,2020/4/10 21:08:36,-,-224954539.6,-,4.00094738483408,487806611.38,-,-,535157334.34,160759405.42,2,-,-,-,2019-12-31T00:00:00,3.68697583280385,-,840509276.43,-0.46115516754397,10000373,,1022963945.72,-,001,0.0360183720148742,2.0970686371512,6296569.68
金钼股份,1464775179.08,-,601958,1.85692338347607,-,-,-,-,有色金属,016032,-,0.302902469604479,001,2020-04-11T00:00:00,-1.38133172925463,3.36925512511314,8857065293.7,277825657.74,1.08825236362491,2020/4/10 15:37:00,-,415055757.82,-,0.0760477032094775,788818317.5,-,-,2657730159.02,858433398.49,2,-,6276560.56,0.00795691532606936,2019-12-31T00:00:00,11.2282703091514,-,-1089619770.58,0.526174086747168,80094785,shzb,3446548476.52,-,001,0.35220487604866,4.36925512511314,238935016.44
弘信电子,74570997.2,-,300657,0.507037772117468,-,-,-,-,电子元件,016022,-,1.97483776940652,001,2020-04-11T00:00:00,4.90616422297927,1.55285569860551,2309650294.23,72516300.0,2.50983463645679,2020/4/10 21:03:34,-,-649158149.2,-,-0.113563922484145,147071877.68,-,-,228381403.36,369126092.65,2,-,1949371.32,0.0132545483932792,2019-12-31T00:00:00,15.7042279643383,-,721558784.48,-4.41388360195171,80205840,cyb,375453281.04,-,001,0.493067071311767,2.55285569860551,290443098.86
易事特,-475005311.84,-,300376,-13.485772728352,-,-,-,-,输配电气,016020,-,8.04997411432033,001,2020-04-11T00:00:00,23.6197907732901,11.3099210866916,3727478011.19,35473675.6,4.83821177868759,2020/4/10 21:26:34,-,-392947980.87,-,0.467454676337921,-35222698.87,-,-,398365944.68,170414876.55,2,-,2106000.0,0.0597909889805102,2019-12-31T00:00:00,105.826019322011,-,831952777.78,-11.156100851905,80083683,cyb,363143245.81,-,001,1.0071254258774,10.3099210866916,283541814.14
赛象科技,87287816.78,-,002337,1.27080354716268,-,-,-,-,机械行业,016043,-,0.071244337991832,001,2020-04-11T00:00:00,0.030514355169851,1.74741122573454,515934688.03,1480702900.0,1.69793337853103,2020/4/10 15:52:04,-,-27372740.07,-,1.45636732037698,68687105.08,-,-,120024618.48,116626128.39,2,-,9139527.26,0.133060306579454,2019-12-31T00:00:00,7.51137622453428,-,2095942.72,-0.398513520669111,80062383,zxb,188711723.56,-,001,21.5572180291399,2.74741122573454,4893567.33
*ST电能,33816375.53,-,600877,0.901613304123868,-,-,-,-,交运设备,016008,-,0.11516175219241,001,2020-04-11T00:00:00,0.21354842140651,1.51106582197544,259425713.57,-,1.59378215512776,2020/4/10 22:24:35,-,-4319315.32,-,-0.0675563981020749,37506517.9,-,-,56674817.3,59777218.93,2,-,-,-,2019-12-31T00:00:00,6.91681681199203,-,8009457.69,-0.115161725530378,10000826,,94181335.2,-,001,-,2.51106582197544,4319316.32
宁波港,283660000.0,-,601018,0.0662833513961658,-,-,-,-,港口水运,016016,-,0.64338781158386,001,2020-04-11T00:00:00,-0.599910363485879,2.25197721419248,24637884000.0,1460210000.0,0.822601954524658,2020/4/10 19:41:31,-,-1998874000.0,-,-1.74262490943876,-4279506000.0,-,-,9637350000.0,3520330000.0,2,-,628008000.0,0.146747778832417,2019-12-31T00:00:00,5.75717945015149,-,-2567320000.0,-0.467080546212577,80141287,shzb,5357844000.0,-,001,0.341209943390662,1.25197721419248,2753382000.0
东方创业,243050292.92,-,600278,1.88434050156591,-,-,-,-,国际贸易,016037,-,0.286103457961127,001,2020-04-11T00:00:00,-2.61424132633213,19.0150595798148,18741831245.34,10397583224.18,3.10778714110833,2020/4/10 19:57:04,-,216301879.88,-,1.92602368563569,128984274.72,-,-,2452643668.66,400855670.38,2,-,23041944.05,0.178641497965699,2019-12-31T00:00:00,145.303226195789,-,-337196021.42,1.67696318291164,10000225,shzb,2581627943.38,-,001,80.6112469659666,20.0150595798148,36902847.02
双良节能,274776582.8,-,600481,102.032952508432,-,-,-,-,专用设备,016061,-,13.0663228157717,001,2020-04-11T00:00:00,-102.330168815616,310.206494575853,1720654738.39,4547570.44,86.5345098856653,2020/4/10 17:54:41,-,-6522.23,-,1.00992371978,2693018.05,-,-,835391689.12,233038997.07,2,-,7277810.65,2.70247377287352,2019-12-31T00:00:00,638.931751084996,-,-275576991.68,-0.00242190355909423,10001271,shzb,838084707.17,-,001,1.68865204598239,311.206494575853,35187843.19
烽火电子,238307970.52,-,000561,0.811892735311605,-,-,-,-,通讯行业,016015,-,0.360890152162877,001,2020-04-11T00:00:00,0.332976605752403,1.50433274920558,1214299190.94,399340000.0,1.15724620151732,2020/4/10 20:41:06,-,-42524208.54,-,3.42071505355004,293521496.32,-,-,441553999.51,339676636.68,2,-,3628416.21,0.0123616711399027,2019-12-31T00:00:00,4.13700259151091,-,97735791.56,-0.144875959931874,10000903,szzb,735075495.83,-,001,1.36051364212397,2.50433274920558,105929017.47
人民同泰,-411603708.42,-,600829,-2.9720436998552,-,-,-,-,医疗行业,016047,-,0.0601749257243076,001,2020-04-11T00:00:00,2.03092433943151,3.65145926420818,7639321176.65,-,3.14801294190619,2020/4/10 20:34:02,-,-8154486.29,-,-3.21889826770066,-138491809.0,-,-,505697198.99,435974007.08,2,-,-,-,2019-12-31T00:00:00,55.1608158764826,-,281266385.71,-0.0588806395763088,10000778,shzb,367205389.99,-,001,-,2.65145926420818,8333734.32
*ST长投,63543913.16,-,600119,0.683224514038404,-,-,-,-,交运物流,016003,-,0.078603102512458,001,2020-04-11T00:00:00,-4.53795860365376,2.30682347306711,835980622.37,300000.0,1.01081411806266,2020/4/10 19:57:03,-,451274234.38,-,1.91855083440697,93005903.41,-,-,214548201.12,94011680.23,2,-,4400000.0,0.0473088249097843,2019-12-31T00:00:00,8.98846838447155,-,-422056939.57,4.85210312285918,10000091,,307554104.53,-,001,0.00322560169839438,3.30682347306711,7310552.56
ST正源,138840869.84,-,600321,1.22517847013501,-,-,-,-,水泥建材,016004,-,0.102032051151514,001,2020-04-11T00:00:00,-0.795369628856278,0.633991303075347,1190122741.58,39392409.06,0.589917963976385,2020/4/10 20:04:14,-,64615760.63,-,3.15437453203112,113322975.57,-,-,71845780.95,66851259.02,2,-,522959.8,0.00461477292993393,2019-12-31T00:00:00,10.5020428169472,-,-90133653.02,0.570191175311017,10000262,,185168756.52,-,001,0.347611848893494,1.63399130307535,11562575.64
宝德股份,509611715.67,-,300023,3.24254119187858,-,-,-,-,多元金融,016058,-,0.0992833567151383,001,2020-04-11T00:00:00,-3.92960329857914,0.766347912597863,128964458.71,20000000.0,0.116503898690423,2020/4/10 19:10:09,-,265058606.89,-,2.14384573646512,157164299.7,-,-,120442533.01,18310253.65,2,-,2970.18,1.88985666952964e-05,2019-12-31T00:00:00,0.820570949994186,-,-617593350.52,1.68650646104715,80133637,cyb,277606832.71,-,001,0.127255362942962,1.76634791259786,15603799.23
长虹华意,782449500.7,-,000404,2.55840554684681,-,-,-,-,机械行业,016043,-,0.47905543143025,001,2020-04-11T00:00:00,-1.14639173078663,7.7770354052855,8721662029.03,6342863000.0,2.59596771981441,2020/4/10 17:56:40,-,-135433490.58,-,-0.52094738732957,305834820.31,-,-,2378488225.72,793937321.12,2,-,30202646.62,0.0987547676532908,2019-12-31T00:00:00,28.517557353965,-,-350606508.99,-0.442832148552353,10000677,szzb,2684323046.03,-,001,20.7395057030156,8.7770354052855,146511831.79
南山铝业,3792042387.77,-,600219,1.39240522856783,-,-,-,-,有色金属,016032,-,0.985752984869649,001,2020-04-11T00:00:00,-0.234609632243995,1.71523692472245,15531205864.17,-,0.530306308876691,2020/4/10 17:54:41,-,-456565849.81,-,5.69333300940103,2723375573.41,-,-,4671234343.4,1444223248.02,2,-,-,-,2019-12-31T00:00:00,5.7029247143915,-,-638930141.74,-0.167647038575118,10000177,shzb,7394609916.81,-,001,-,2.71523692472245,2684575600.41
大连热电,216300426.72,-,600719,2.02434503344117,-,-,-,-,电力行业,016007,-,2.70159238905795,001,2020-04-11T00:00:00,1.67724735561678,0.644722497424768,784325373.41,-,0.999086291818541,2020/4/10 15:37:00,-,-288664025.61,-,864.597887430684,106849585.0,-,-,68888331.29,106751955.66,2,-,-,-,2019-12-31T00:00:00,7.34046251475848,-,179213183.89,-2.70159238905795,10000526,shzb,175737916.29,-,001,-,1.64472249742477,288664025.61
