companycode,totaloperateexp,reportdate,financeexp,incometax,commreve_commexp,intnreve_tb,tystz,yltz,sumprofit,operateexp,parentnetprofit,operateexp_tb,mkt,indemnityexp,surrenderpremium,sjltz,noticedate,premiumearned,combinetypecode,reporttimetypecode,operateprofit,sjlktz,operatemanageexp,hycode,yyzc,premiumearned_tb,intreve_intexp,eutime,commnreve_tb,operatetax,manageexp,investincome,saleexp,kcfjcxsyjlr,totaloperatereve,totaloperateexp_tb,scode,commnreve,publishname,sname,dataajusttype,intnreve,operatereve
10000912,1985673605.2,2019-12-31T00:00:00,-4424871.16,1704818.55,-,-,-0.043494,-0.648757,26657205.56,1709649777.75,24934586.11,-0.0572362721920307,szzb,-,-,-0.597968,2020-04-11T00:00:00,-,001,001,26430201.72,1.3317729707,-,016043,1709649777.75,-,-,2020/4/10 15:51:01,-,10959071.89,106183133.4,-,97085117.05,14376783.21,2040133717.3,-0.0722370907390926,000570,-,机械行业,苏常柴A,2,-,-
80133637,468679224.02,2019-12-31T00:00:00,-1756120.16,-24972192.05,-,-,-0.701562,0.375945,-452173163.2,416902399.26,-387311901.41,-0.208826149373197,cyb,-,-,0.327127,2020-04-11T00:00:00,-,001,001,-452024899.27,0.3812197778,-,016058,416902399.26,-,-,2020/4/10 19:10:09,-,1844131.18,39763874.8,-,10076754.07,-389001079.76,124817327.95,-0.193528638650819,300023,-,多元金融,宝德股份,2,-,-
80135507,785988504.82,2019-12-31T00:00:00,-1595161.24,-3348335.55,-,-,-0.354981,1.243732,37322409.75,658444400.21,48998697.91,-0.36510888646773,,-,-,1.320011,2020-04-11T00:00:00,-,001,001,38864138.01,0.4390437546,-,016004,658444400.21,-,-,2020/4/10 18:53:39,-,6398117.26,41029794.0,-,68755564.25,-90229394.98,711438973.51,-0.34737121410293,002333,-,水泥建材,*ST罗普,2,-,-
80088265,29295184000.0,2019-12-31T00:00:00,-,655707000.0,-,0.00352695123222638,0.276801,0.087536,15615486000.0,29295184000.0,14618609000.0,0.407937922895373,shzb,-,-,0.118919,2020-04-11T00:00:00,-,001,001,15678830000.0,0.1157987944,11530571000.0,016029,-,-,-,2020/4/10 19:24:32,-,526780000.0,11530571000.0,-,-,14493934000.0,44974014000.0,-,600919,6022914000.0,银行,江苏银行,2,25536657000.0,44974014000.0
80205840,2318048629.62,2019-12-31T00:00:00,33584729.07,55974893.94,-,-,0.093962,0.764125,227402398.07,2080293833.95,180380492.44,0.0468443920121321,cyb,-,-,0.529378,2020-04-11T00:00:00,-,001,001,229933893.2,0.7714076138,-,016022,2080293833.95,-,-,2020/4/10 21:03:34,-,10020194.47,62002003.18,-,35215377.37,107161124.31,2460180588.32,0.0588842404996821,300657,-,电子元件,弘信电子,2,-,-
80083683,3412593160.47,2019-12-31T00:00:00,238929846.8,47804468.85,-,-,-0.167358,-0.135676,470407261.89,2720563269.45,411725919.36,-0.21482927826004,cyb,-,-,-0.270804,2020-04-11T00:00:00,-,001,001,432667116.59,-0.1325395007,-,016020,2720563269.45,-,-,2020/4/10 21:26:34,-,26118966.67,63495067.31,-,218442087.0,342735329.49,3873497859.29,-0.171427610665185,300376,-,输配电气,易事特,2,-,-
80199637,15929709879.15,2019-12-31T00:00:00,339920712.42,385058219.24,-,-,0.165893,-0.165168,1397091861.09,14400406837.52,994470115.82,0.179586573257329,shzb,-,-,-0.193407,2020-04-11T00:00:00,-,001,001,1286734175.8,-0.0415545364,-,016001,14400406837.52,-,-,2020/4/13 11:17:05,-,9852907.83,448206940.3,-,676038331.69,904467113.7,16749412414.17,0.178782728168986,603885,-,民航机场,吉祥航空,2,-,-
80509316,265382357.9,2019-12-31T00:00:00,-1731558.86,8004757.66,-,-,0.029645,0.037985,59709029.5,223438086.68,51704271.84,-0.00177573470154516,cyb,-,-,0.107542,2020-04-11T00:00:00,-,001,001,56680821.29,0.1371092068,-,016018,223438086.68,-,-,2020/4/10 17:37:06,-,2675602.35,15735769.19,-,14874936.27,44424385.94,315686980.16,0.020510367338254,300717,-,塑胶制品,华信新材,2,-,-
80507570,1766164832.96,2019-12-31T00:00:00,-34149435.47,17593393.74,-,-,-0.010931,0.180772,164443377.24,1174971256.9,161003908.56,-0.124760262270174,shzb,-,-,0.155678,2020-04-11T00:00:00,-,001,001,163519128.2,0.0925982252,-,016039,1174971256.9,-,-,2020/4/10 20:54:31,-,6120978.9,76337259.0,-,422819326.51,140349010.94,1882346953.45,-0.00933826685087841,603533,-,文化传媒,掌阅科技,2,-,-
80373093,899312056.4,2019-12-31T00:00:00,16786341.18,15463129.02,-,-,0.107555,-0.023986,108535646.31,704625647.02,93120482.08,0.134806043390575,shzb,-,-,-0.04105,2020-04-11T00:00:00,-,001,001,108122755.33,-0.1437355647,-,016035,704625647.02,-,-,2020/4/10 20:36:02,-,9786908.94,45658589.29,-,55184015.55,77067037.98,1001633127.19,0.125121905388252,603319,-,汽车行业,湘油泵,2,-,-
80122351,8530091120.05,2019-12-31T00:00:00,138287730.28,68846309.57,-,-,0.003436,-7.485868,187403774.08,6804145835.02,83823834.12,-0.0147226453750251,cyb,-,-,1.179184,2020-04-11T00:00:00,-,001,001,-102644972.16,-2.727287808,-,016022,6804145835.02,-,-,2020/4/10 20:14:35,-,75279744.5,542694894.83,-,130244122.0,-226959880.33,8655207884.12,0.0092959940325788,300115,-,电子元件,长盈精密,2,-,-
10001340,156927950.66,2019-12-31T00:00:00,6045919.3,623914.68,-,-,0.026168,1.786004,27218747.99,81133348.66,17481573.1,0.0165554595026793,shzb,-,-,4.522838,2020-04-11T00:00:00,-,001,001,25585812.08,556.1215922205,-,016057,81133348.66,-,-,2020/4/10 16:32:31,-,127917.64,65141514.22,-,3079943.74,15192477.4,183941198.98,-0.0489117503345548,600455,-,软件服务,博通股份,2,-,-
80062383,514435407.21,2019-12-31T00:00:00,-6745992.34,3668967.87,-,-,0.169597,-0.027663,11520875.25,352655142.31,10892368.52,0.374901244913336,zxb,-,-,0.470105,2020-04-11T00:00:00,-,001,001,11159069.07,0.5229606052,-,016043,352655142.31,-,-,2020/4/10 15:52:04,-,4834290.34,62602369.23,-,56355444.04,-1608797.6,531347713.7,0.308982905532681,002337,-,机械行业,赛象科技,2,-,-
80171553,1704620147.07,2019-12-31T00:00:00,46263371.96,5236865.1,-,-,-0.018912,-0.639368,40590671.42,1355302615.28,45348908.68,0.035717114447672,cyb,-,-,-0.54207,2020-04-11T00:00:00,-,001,001,44062911.4,-0.529792882,-,016035,1355302615.28,-,-,2020/4/10 20:21:36,-,13196246.59,104511303.7,-,118270718.98,40667983.56,1775489399.38,0.0404566104970629,300201,-,汽车行业,海伦哲,2,-,-
80357729,927475457.33,2019-12-31T00:00:00,9433136.32,19823018.32,-,-,0.218735,1.085748,181854920.24,740105557.26,157621906.31,0.0857262465139319,zxb,-,-,1.147239,2020-04-11T00:00:00,-,001,001,186201480.32,1.0915546075,-,016041,740105557.26,-,-,2020/4/10 20:49:08,-,9908343.15,83512378.14,-,38741745.87,151347068.14,1112844778.13,0.138574112314692,002810,-,化工行业,山东赫达,2,-,-
10000151,6886870864.95,2019-12-31T00:00:00,548314351.11,47364875.07,-,-,0.187611,-0.397263,219378065.03,6138835698.54,167638363.96,0.178517462575204,shzb,-,-,-0.306941,2020-04-11T00:00:00,-,001,001,219184795.56,1.0274986943,-,016016,6138835698.54,-,-,2020/4/10 16:18:07,-,24118705.03,148850230.37,-,26751879.9,107335151.36,7032618014.28,0.173885954105294,600190,-,港口水运,锦州港,2,-,-
10000304,9913187246.19,2019-12-31T00:00:00,-221845282.46,328081781.39,-,-,0.069278,0.371907,2178099791.95,4270717427.61,894346741.25,0.0134230806340269,shzb,-,-,0.278714,2020-04-11T00:00:00,-,001,001,2187137847.44,0.313005939,-,016024,4270717427.61,-,-,2020/4/10 20:06:32,-,147402654.92,849133879.62,-,3962187663.67,828859988.18,11980153109.49,0.0320464009765481,600380,-,医药制造,健康元,2,-,-
10001448,1999859537.93,2019-12-31T00:00:00,32294670.48,18779389.57,0.0,-,0.009274,-0.172661,73630459.53,1570035545.31,27511314.57,0.00433663386324114,zxb,-,-,0.201018,2020-04-11T00:00:00,-,001,001,90300455.59,-4.0405673114,-,016043,1570035545.31,-,0.0,2020/4/10 20:34:32,-,21678641.8,212959347.84,-,68919674.09,-33036234.64,2085129258.09,0.0229180431014694,002046,0.0,机械行业,轴研科技,2,0.0,-
10001271,2308955819.73,2019-12-31T00:00:00,8096570.99,37447060.97,-,-,0.008889,-0.209166,251984886.28,1798268895.75,206778581.39,0.0132024520046207,shzb,-,-,-0.178905,2020-04-11T00:00:00,-,001,001,233890761.58,-0.2136987439,-,016061,1798268895.75,-,-,2020/4/10 17:56:12,-,20531949.12,128210828.51,-,250891019.82,177310307.6,2527340373.83,0.0387279709482237,600481,-,专用设备,双良节能,2,-,-
10000262,1398582123.91,2019-12-31T00:00:00,28710779.09,7221089.95,-,-,-0.283103,-0.228679,29157824.29,1272304072.4,22011461.3,-0.297394411548764,,-,-,-0.394263,2020-04-11T00:00:00,-,001,001,27669403.86,-0.4838969927,-,016004,1272304072.4,-,-,2020/4/10 20:05:34,-,11715023.89,70300709.41,-,15551539.12,18547023.62,1411457825.43,-0.281578335102132,600321,-,水泥建材,ST正源,2,-,-
10000266,9168377640.95,2019-12-31T00:00:00,29851837.94,109926395.65,-,-,0.022788,-0.286676,341165821.79,8185589669.97,223042256.45,0.0205936314894861,shzb,-,-,-0.242718,2020-04-11T00:00:00,-,001,001,289282558.6,-0.1630938364,-,016036,8185589669.97,-,-,2020/4/10 18:09:30,-,51650021.46,510471361.53,-,390814750.05,126713358.8,9362157249.24,0.0216502313009322,600327,-,商业百货,大东方,2,-,-
10000826,260246965.95,2019-12-31T00:00:00,-153608.78,11122446.97,-,-,0.226442,0.191733,93537911.01,185611950.72,79739307.35,0.337776513637945,,-,-,0.264023,2020-04-11T00:00:00,-,001,001,93426991.73,0.2637181404,-,016008,185611950.72,-,-,2020/4/10 22:29:07,-,2871120.61,22018758.47,-,7960298.71,79342323.24,348475173.6,0.264115608653362,600877,-,交运设备,*ST电能,2,-,-
80122583,1060981229.28,2019-12-31T00:00:00,-91258.76,114395088.47,-,-,-0.170434,-0.17061,383313238.98,670754073.69,279339807.8,-0.247255864501703,zxb,-,-,-0.233051,2020-04-11T00:00:00,-,001,001,397888704.14,-0.1482218264,-,016036,670754073.69,-,-,2020/4/10 20:50:38,-,135242960.03,109762964.96,-,141427375.25,255650279.93,1422066041.78,-0.180374054762968,002344,-,商业百货,海宁皮城,2,-,-
80014763,4464775006.19,2019-12-31T00:00:00,-48610004.42,35997619.01,-,-,0.087428,0.234995,319100532.81,4055949335.23,281855990.95,0.0517432573014825,zxb,-,-,0.252986,2020-04-11T00:00:00,-,001,001,319252874.27,0.1654273414,-,016022,4055949335.23,-,-,2020/4/10 20:54:31,-,25456905.02,140311638.76,-,92549351.28,233363461.28,4802171361.91,0.0673055773876151,002106,-,电子元件,莱宝高科,2,-,-
10000548,138886788865.94,2019-12-31T00:00:00,-57384823.34,918551163.81,-,-,-0.083646,-0.16498,9434845615.7,123195390493.44,6463163298.95,-0.0907003998231053,shzb,-,-,-0.19484,2020-04-11T00:00:00,-,001,001,9156697991.14,-0.1184093472,-,016035,123195390493.44,-,-,2020/4/10 17:02:32,-,492930363.29,8030770156.65,-,1960547689.89,5565389457.85,144023626070.75,-0.0830643692251277,600741,-,汽车行业,华域汽车,2,-,-
10000303,885095572.01,2019-12-31T00:00:00,3016065.65,3370949.54,-,-,0.09956,0.192877,47542396.88,739443984.29,44171447.34,0.0980739591539655,shzb,-,-,0.148339,2020-04-10T00:00:00,-,001,001,47982559.29,0.2414896771,-,016020,739443984.29,-,-,2020/4/9 16:52:54,-,6616776.2,64709123.38,-,35629857.66,41306417.49,933906907.77,0.09266340888776,600379,-,输配电气,宝光股份,2,-,-
80097596,452491640.73,2019-12-31T00:00:00,2920130.22,9232526.15,-,-,-0.04596,0.492636,74972317.51,285374024.23,67034018.98,0.0248980299237156,zxb,-,-,1.417121,2020-04-10T00:00:00,-,001,001,75386956.65,4.2203992424,-,016015,285374024.23,-,-,2020/4/9 22:19:05,-,6659526.53,38323003.8,-,41505685.5,67724411.54,504408910.17,0.0352312201692837,002296,-,通讯行业,辉煌科技,2,-,-
80132882,1799011912.97,2019-12-31T00:00:00,2125514.09,5629845.87,-,-,0.216317,0.261177,172338290.51,1481701085.64,170039740.22,0.198053500302191,shzb,-,-,0.226482,2020-04-10T00:00:00,-,001,001,175169607.25,0.3056179726,-,016030,1481701085.64,-,-,2020/4/9 19:23:21,-,14131735.54,114294916.92,-,167160691.11,162777368.89,1942722797.84,0.192193248950726,601996,-,木业家具,丰林集团,2,-,-
80142365,2795930964.65,2019-12-31T00:00:00,52635301.45,3733886.14,-,-,-0.090677,-0.857569,22955127.96,2463213143.04,19221241.82,-0.0432376298078107,zxb,-,-,-0.855175,2020-04-10T00:00:00,-,001,001,22657109.66,-0.9277537404,-,016041,2463213143.04,-,-,2020/4/9 17:57:27,-,20504843.46,130790380.99,-,112849293.96,7951425.74,2805930355.05,-0.0498742761519422,002442,-,化工行业,龙星化工,2,-,-
10000790,4016957432.0,2019-12-31T00:00:00,-61822731.92,-8287825.51,-,-,-0.021218,-0.047829,107573566.24,3359473673.06,116865057.43,-0.0349274561507042,shzb,-,-,-0.124369,2020-04-10T00:00:00,-,001,001,106371134.61,-0.1905230886,-,016043,3359473673.06,-,-,2020/4/9 18:51:32,-,24144187.79,247188114.16,-,232206689.12,88620084.04,4033270192.12,-0.0255343458993392,600841,-,机械行业,上柴股份,2,-,-
80051632,6745509923.16,2019-12-31T00:00:00,78821269.79,65859308.46,-,-,0.366385,0.659703,272745551.32,6376345187.99,194042969.27,0.376255486180657,zxb,-,-,0.71955,2020-04-10T00:00:00,-,001,001,274733636.6,0.9659266787,-,016020,6376345187.99,-,-,2020/4/9 20:45:04,-,27442415.35,86227507.28,-,158980000.3,164446277.72,6974865051.26,0.35741434387551,002300,-,输配电气,太阳电缆,2,-,-
80011864,21858184125.7,2019-12-31T00:00:00,112023118.72,162476727.69,-,-,0.214736,0.747313,896049395.0,20492124720.85,660681098.32,0.195828853598026,zxb,-,-,1.177628,2020-04-10T00:00:00,-,001,001,878478798.55,1.029420733,-,016004,20492124720.85,-,-,2020/4/9 20:06:39,-,125504863.56,507169135.79,-,175078103.82,605521633.61,22896385054.98,0.195676081071455,002302,-,水泥建材,西部建设,2,-,-
10001094,671519151.78,2019-12-31T00:00:00,1628283.15,11048.93,-,-,-0.075923,-1.547854,20362514.86,555550076.6,22477221.61,-0.0577237536645685,szzb,-,-,-0.60732,2020-04-10T00:00:00,-,001,001,-27954534.63,-3.767906623,-,016009,555550076.6,-,-,2020/4/9 22:20:35,-,2109710.89,76065082.94,-,35917136.79,-44901776.79,578668995.1,-0.0386308586183743,000798,-,农牧饲渔,中水渔业,2,-,-
10000123,781382105.15,2019-12-31T00:00:00,16580894.21,34066699.02,-,-,0.034426,-0.000341,128669006.57,571911437.38,101155495.12,-0.113866580957317,shzb,-,-,0.110453,2020-04-10T00:00:00,-,001,001,119143129.71,0.9374544025,-,016017,571911437.38,-,-,2020/4/9 18:02:24,-,86984708.15,60405194.67,-,45499870.74,93342158.85,912731922.51,0.0294986413480395,600159,-,房地产,大龙地产,2,-,-
10000120,1087785687.35,2019-12-31T00:00:00,2047497.36,1845906.5,-,-,0.02103,-3.250156,-65055260.2,990178742.11,-56688934.28,0.0261320480250457,shzb,-,-,-3.053228,2020-04-10T00:00:00,-,001,001,-54502040.52,0.0989115254,-,016010,990178742.11,-,-,2020/4/9 18:02:24,-,9955136.55,51023245.27,-,26496381.27,-60970809.41,1038244480.48,0.0241550793682449,600156,-,纺织服装,华升股份,2,-,-
10001372,18399185215.24,2019-12-31T00:00:00,308189361.33,343036107.23,-,-,-0.018966,-0.207572,1622619137.71,17024458387.38,1149638717.63,-0.00440311508865084,shzb,-,-,-0.156666,2020-04-10T00:00:00,-,001,001,1644051578.88,-0.1662129721,-,016011,17024458387.38,-,-,2020/4/9 15:41:48,-,205452542.51,521884619.3,-,258707452.23,1143383799.88,20071971845.94,-0.00170280081400579,600997,-,煤炭采选,开滦股份,2,-,-
10000456,3242394151.62,2019-12-31T00:00:00,27110823.84,200459324.8,-,-,-0.472143,-0.472349,838296895.88,3018886700.61,605847279.31,-0.395669823481666,shzb,-,-,-0.410827,2020-04-10T00:00:00,-,001,001,801399078.04,-0.2980202314,-,016017,3018886700.61,-,-,2020/4/9 19:25:01,-,61749972.71,108536637.2,-,26110017.26,461980194.22,3643588699.45,-0.460669534363004,600649,-,房地产,城投控股,2,-,-
10000768,4291016225.04,2019-12-31T00:00:00,42100221.37,11481252.07,-,-,0.169442,1.130307,233712796.5,3537208166.5,208497447.62,0.124306194253802,shzb,-,-,1.299219,2020-04-10T00:00:00,-,001,001,237192674.94,8.0547265291,-,016044,3537208166.5,-,-,2020/4/9 18:13:58,-,39588910.84,255328408.67,-,241420223.54,137354316.2,4511016242.55,0.126959469610872,600819,-,玻璃陶瓷,耀皮玻璃,2,-,-
80453296,357198586.66,2019-12-31T00:00:00,-1580832.09,9007952.87,-,-,0.13569,0.159319,98752328.45,252693227.65,89744375.58,0.0919901593522091,cyb,-,-,0.196369,2020-04-10T00:00:00,-,001,001,98806427.48,0.1207077473,-,016057,252693227.65,-,-,2020/4/10 0:25:34,-,3370496.0,40900253.54,-,26668225.3,82467177.93,460607696.54,0.101829287683073,300830,-,软件服务,金现代,2,-,-
10000692,2559431017.28,2019-12-31T00:00:00,221814925.63,-5441814.31,-,-,0.050017,-0.307231,94506461.76,2152255492.75,90912171.14,0.0208261556417072,szzb,-,-,-0.313424,2020-04-10T00:00:00,-,001,001,97171036.97,-0.3096555277,-,016026,2152255492.75,-,-,2020/4/9 17:52:28,-,26532296.83,95099892.94,-,58149075.49,90047510.89,2690565539.92,0.0598916501304601,000420,-,化纤行业,吉林化纤,2,-,-
80206271,381997211.67,2019-12-31T00:00:00,-2868429.55,8860587.15,-,-,0.23473,0.482488,119943909.96,180910883.45,111083322.81,0.0685717985415013,,-,-,0.517489,2020-04-10T00:00:00,-,001,001,121333424.02,0.4205488897,-,016024,180910883.45,-,-,2020/4/9 20:24:31,-,3124209.01,60729571.07,-,15225603.97,102159563.61,503156657.17,0.179101854024825,688166,-,医药制造,博瑞医药,2,-,-
10000829,361599895.69,2019-12-31T00:00:00,-15164933.14,10055060.77,-,-,-0.271216,1.088846,78902748.51,218992761.77,66044968.03,-0.428780026090065,shzb,-,-,1.078505,2020-04-10T00:00:00,-,001,001,70812565.75,1.0435645365,-,016039,218992761.77,-,-,2020/4/9 18:13:58,-,7723315.97,90032211.73,-,26066444.03,42437180.13,425813750.37,-0.429621297112024,600880,-,文化传媒,博瑞传播,2,-,-
10000883,3036750150.3,2019-12-31T00:00:00,-27725342.2,48665163.2,-,-,-0.122142,-0.213985,352117634.59,2560513052.56,301182906.24,-0.123962058239306,szzb,-,-,-0.202408,2020-04-10T00:00:00,-,001,001,354562732.92,-0.1995986451,-,016022,2560513052.56,-,-,2020/4/9 21:09:25,-,38022788.66,145080623.05,-,241414766.43,283753154.31,3337576747.66,-0.106096441009906,000541,-,电子元件,佛山照明,2,-,-
80187632,9224686950.19,2019-12-31T00:00:00,145416092.93,184439792.83,-,-,0.074718,0.377017,1451708004.12,7964611578.86,1272746060.23,0.00124818995545537,zxb,-,-,0.353081,2020-04-10T00:00:00,-,001,001,1446574378.57,0.4358713839,-,016041,7964611578.86,-,-,2020/4/9 22:07:01,-,57343968.02,306113556.1,-,268725418.51,1275936260.17,10778665238.59,0.0223086099791285,002648,-,化工行业,卫星石化,2,-,-
80171652,1935493266.39,2019-12-31T00:00:00,47767261.63,19546240.87,-,-,0.19158,0.69731,182876060.66,1611229234.76,148690533.54,0.150364241164368,zxb,-,-,0.823127,2020-04-10T00:00:00,-,001,001,186149777.11,0.6989657239,-,016022,1611229234.76,-,-,2020/4/9 22:00:00,-,13738414.87,125687801.19,-,53054205.66,119361434.22,2098774792.77,0.162414637081324,002579,-,电子元件,中京电子,2,-,-
10001419,5771836757.39,2019-12-31T00:00:00,-2189515.18,138350947.36,-,-,-0.111421,0.051071,982446887.1,5322020731.98,736972121.13,-0.131523687380505,shzb,-,-,0.113409,2020-04-10T00:00:00,-,001,001,984701697.79,0.1985395662,-,016010,5322020731.98,-,-,2020/4/9 15:51:34,-,35268920.58,143222740.51,-,104973358.86,689838731.04,6694459050.22,-0.126193188869873,600987,-,纺织服装,航民股份,2,-,-
10000309,4996112575.06,2019-12-31T00:00:00,96497291.29,77448906.14,-,-,0.090584,-0.086804,181099804.66,4327365306.42,87156716.98,0.094366337942187,shzb,-,-,-0.152137,2020-04-10T00:00:00,-,001,001,178655378.0,-0.0187225635,-,016003,4327365306.42,-,-,2020/4/9 16:45:19,-,21765150.11,286776055.94,-,263708771.3,82879679.9,5228325330.29,0.0879790151436783,600386,-,交运物流,北巴传媒,2,-,-
80153029,2992582082.59,2019-12-31T00:00:00,79001851.54,64615080.07,-,-,0.042421,-0.471334,141345066.89,2321279049.1,71679955.29,0.112862948418176,zxb,-,-,-0.609135,2020-04-10T00:00:00,-,001,001,148780225.43,-1.4976048582,-,016041,2321279049.1,-,-,2020/4/9 21:24:00,-,24306896.47,374434288.76,-,119980766.26,-55818590.86,3196739286.2,0.0832243215996536,002497,-,化工行业,雅化集团,2,-,-
80198307,695383413.0,2019-12-31T00:00:00,-5759657.5,21856540.08,-,-,2.287206,1.844735,168446777.78,488490327.31,86780003.78,1.79508815474917,cyb,-,-,1.509824,2020-04-10T00:00:00,-,001,001,167966019.96,1.3295544127,-,016014,488490327.31,-,-,2020/4/9 20:27:29,-,10697968.06,78553661.59,-,50497138.43,60576630.53,867780083.99,0.991552350550975,300397,-,电子信息,天和防务,2,-,-
10000673,9613874812.04,2019-12-31T00:00:00,3757022.15,64460866.88,-,-,0.236051,0.786281,558921224.74,8323848013.71,426316128.71,0.22667739368113,szzb,-,-,1.135202,2020-04-10T00:00:00,-,001,001,550916740.51,1.2642111429,-,016020,8323848013.71,-,-,2020/4/9 21:23:30,-,54868009.9,434202892.54,-,374680796.06,370725276.35,10156082886.47,0.206650526958719,000400,-,输配电气,许继电气,2,-,-
80149251,790252502.39,2019-12-31T00:00:00,-8941209.96,12856261.95,-,-,0.184269,0.252378,107224602.07,710494649.65,94368340.12,0.123997916608343,cyb,-,-,0.238235,2020-04-10T00:00:00,-,001,001,107699602.37,0.384708293,-,016040,710494649.65,-,-,2020/4/9 17:32:29,-,4147734.24,33719899.13,-,12087680.38,74914198.89,874560326.29,0.170412339842472,300305,-,材料行业,裕兴股份,2,-,-
10001005,6691373081.59,2019-12-31T00:00:00,-,232392754.23,-,-,0.17532,4.12795,1275738660.96,-,1007080243.05,-,szzb,-,-,2.341863,2020-04-10T00:00:00,-,001,001,1277422505.26,2.9561985546,-,016027,-,-,-80174252.56,2020/4/9 20:42:02,0.180677953604962,28542736.0,2311565293.39,-,-,987451107.51,7968795586.85,0.024556290935132,000686,1559389122.28,券商信托,东北证券,2,-80174252.56,-
10000490,3681111410.06,2019-12-31T00:00:00,237575256.61,213927221.11,-,-,-0.457336,-0.469672,674179553.82,2957538310.45,76809924.92,-0.450806707765557,shzb,-,-,-0.785363,2020-04-10T00:00:00,-,001,001,676346184.21,-0.8624554003,-,016017,2957538310.45,-,-,2020/4/9 15:50:34,-,128910040.13,194574640.23,-,162513162.64,39862147.82,4327692677.72,-0.456896366792045,600683,-,房地产,京投发展,2,-,-
80125630,2606443505.26,2019-12-31T00:00:00,81286194.5,469533.61,-,-,-0.039746,1.046728,104529534.67,1456365560.45,120100514.12,-0.165689353332907,zxb,-,-,1.073673,2020-04-10T00:00:00,-,001,001,82818196.46,1.0414759715,-,016039,1456365560.45,-,-,2020/4/9 23:03:02,-,21736000.01,378125245.54,-,477588822.54,73454846.3,2726920351.65,-0.204351230066471,002292,-,文化传媒,奥飞娱乐,2,-,-
10000036,5782486179.41,2019-12-31T00:00:00,106585812.78,47982946.18,-,-,0.085217,1.784905,433002108.29,4934326856.8,384981920.17,0.00933647120689819,shzb,-,-,1.959046,2020-04-10T00:00:00,-,001,001,431397439.95,2.1200740195,-,016026,4934326856.8,-,-,2020/4/9 15:41:48,-,56171906.49,252017379.78,-,185044067.93,313670394.26,6356379638.42,0.0167192727891557,600063,-,化纤行业,皖维高新,2,-,-
80133721,826272352.12,2019-12-31T00:00:00,-2423486.4,26327719.07,-,-,0.437017,0.96162,226467775.46,616398549.09,191353024.63,0.357289644033371,cyb,-,-,0.956535,2020-04-10T00:00:00,-,001,001,227312419.51,1.0075573643,-,016021,616398549.09,-,-,2020/4/10 0:00:33,-,9970105.61,46812829.68,-,99600958.5,170189749.55,987501235.07,0.364235915494392,300066,-,仪器仪表,三川智慧,2,-,-
80004767,29436371798.96,2019-12-31T00:00:00,812624024.49,1898185106.91,-,-,-0.05102,-0.167733,11824030489.25,25015768134.15,9062278383.66,-0.0366167147447272,shzb,-,-,-0.118142,2020-04-10T00:00:00,-,001,001,11869077426.37,0.1349962315,-,016016,25015768134.15,-,-,2020/4/9 16:28:55,-,342887409.32,3138260898.64,-,79623718.49,8618653274.57,36101631985.21,-0.0426007350106944,600018,-,港口水运,上港集团,2,-,-
10000674,28913580754.05,2019-12-31T00:00:00,1180158613.71,1349393109.84,-,-,0.097268,0.452035,6254017747.62,21715561421.71,2700587822.51,0.0755084892682528,szzb,-,-,0.418618,2020-04-10T00:00:00,-,001,001,6307076908.11,1.1875214838,-,016004,21715561421.71,-,-,2020/4/9 18:27:59,-,535841703.21,4156385138.78,-,1253754735.09,2613689592.17,34507031964.78,0.0463179599405894,000401,-,水泥建材,冀东水泥,2,-,-
80502442,5677880804.03,2019-12-31T00:00:00,94219978.38,-22614809.18,-,-,0.004545,2.615992,77741223.7,5050516209.37,29155731.15,0.0156420634253098,shzb,-,-,-0.032196,2020-04-10T00:00:00,-,001,001,78067481.4,-0.2921167902,-,016009,5050516209.37,-,-,2020/4/9 19:43:37,-,10745491.3,196097668.23,-,253450800.66,19220250.09,5788080067.37,-0.00707906839046428,603363,-,农牧饲渔,傲农生物,2,-,-
10001220,4652492279.69,2019-12-31T00:00:00,59907940.68,25299924.96,-,-,-0.054188,1.608915,226940949.15,3847960156.44,164756350.28,-0.0758094714860721,szzb,-,-,1.756957,2020-04-10T00:00:00,-,001,001,126526395.69,1.2885959882,-,016059,3847960156.44,-,-,2020/4/9 17:10:49,-,46671393.94,344189690.58,-,145723487.02,51543634.25,4780216900.36,-0.0705439657792361,000969,-,金属制品,安泰科技,2,-,-
80331778,354300958.41,2019-12-31T00:00:00,-756251.96,39022556.4,-,-,0.41116,0.360466,333888113.49,139672023.58,306889255.38,0.383882496487156,cyb,-,-,0.419187,2020-04-10T00:00:00,-,001,001,333706224.94,0.4088315784,-,016061,139672023.58,-,-,2020/4/9 22:18:34,-,8378230.28,60229040.45,-,130693398.11,267205466.84,646903716.16,0.469110765360378,300595,-,专用设备,欧普康视,2,-,-
80410735,510137071.38,2019-12-31T00:00:00,53925311.27,21553247.72,-,-,0.327569,-0.020633,148668631.54,369005454.89,130140323.79,0.354999921317346,shzb,-,-,0.115782,2020-04-10T00:00:00,-,001,001,149894136.99,0.2702576859,-,016048,369005454.89,-,-,2020/4/9 19:10:28,-,10943217.13,63306723.83,-,261288.38,124815358.11,640550658.48,0.33048157232965,603817,-,环保工程,海峡环保,2,-,-
